Item1.X,Item1.Y,Item1.Brightness,Item2
0,0,106,1550.980032
0,0,108,1550.990016
2,0,109,1551.000032
5,0,108,1551.010016
9,1,112,1551.020032
23,2,107,1551.030016
23,2,113,1551.040032
48,3,106,1551.050016
40,2,108,1551.060032
73,2,111,1551.070016
57,1,111,1551.080032
97,3,105,1551.090016
70,2,110,1551.100032
115,3,114,1551.110016
80,2,113,1551.120032
124,3,112,1551.130016
82,3,115,1551.140032
123,4,113,1551.150016
82,2,117,1551.160032
123,4,109,1551.170016
83,3,105,1551.180032
83,4,106,1551.190016
125,6,111,1551.200032
83,5,110,1551.210016
124,6,111,1551.220032
82,5,109,1551.230016
123,5,115,1551.240032
83,4,116,1551.250016
124,6,109,1551.260032
83,3,101,1551.270016
125,5,101,1551.280032
83,3,103,1551.290016
123,5,109,1551.300032
83,4,108,1551.310016
126,6,113,1551.320032
85,6,106,1551.330016
127,8,114,1551.340032
85,5,115,1551.350016
127,8,108,1551.360032
84,5,100,1551.370016
84,5,117,1551.380032
127,7,111,1551.390016
84,5,108,1551.400032
127,6,111,1551.410016
85,4,114,1551.420032
127,5,107,1551.430016
85,3,108,1551.440032
125,4,110,1551.450016
85,3,101,1551.460032
129,5,101,1551.470016
86,4,101,1551.480032
130,5,102,1551.490016
86,4,109,1551.500032
128,7,104,1551.510016
85,4,102,1551.520032
126,5,97,1551.530016
84,4,101,1551.540032
126,4,103,1551.550016
83,3,100,1551.560032
83,2,103,1551.570016
125,2,88,1551.580032
85,2,96,1551.590016
127,4,66,1551.600032
86,2,56,1551.610016
121,5,35,1551.620032
76,2,49,1551.630016
109,4,98,1551.640032
70,2,115,1551.650016
104,3,124,1551.660032
70,1,108,1551.670016
109,3,114,1551.680032
78,3,115,1551.690016
120,5,113,1551.700032
83,5,111,1551.710016
123,7,107,1551.720032
82,5,112,1551.730016
123,8,114,1551.740032
82,4,114,1551.750016
83,4,114,1551.760032
124,6,119,1551.770016
82,3,114,1551.780032
124,5,106,1551.790016
83,3,107,1551.800032
125,5,110,1551.810016
83,4,108,1551.820032
126,5,114,1551.830016
83,5,102,1551.840032
125,6,105,1551.850016
82,4,107,1551.860032
123,6,115,1551.870016
83,5,108,1551.880032
125,7,103,1551.890016
83,4,97,1551.900032
125,7,114,1551.910016
83,4,100,1551.920032
126,6,112,1551.930016
83,4,111,1551.940032
84,3,111,1551.950016
125,6,115,1551.960032
83,3,106,1551.970016
125,5,114,1551.980032
82,3,109,1551.990016
124,7,107,1552.000032
82,4,112,1552.010016
122,6,108,1552.020032
82,4,111,1552.030016
124,7,99,1552.040032
82,4,109,1552.050016
123,4,109,1552.060032
82,3,105,1552.070016
125,4,105,1552.080032
84,4,107,1552.090016
125,4,96,1552.100032
84,3,110,1552.110016
127,6,102,1552.120032
84,4,109,1552.130016
83,5,108,1552.140032
126,6,104,1552.150016
84,4,108,1552.160032
126,6,101,1552.170016
83,4,100,1552.180032
125,5,110,1552.190016
83,4,109,1552.200032
125,5,113,1552.210016
83,4,98,1552.220032
124,5,109,1552.230016
83,4,101,1552.240032
124,6,108,1552.250016
83,4,103,1552.260032
125,6,108,1552.270016
82,4,106,1552.280032
125,7,101,1552.290016
83,5,102,1552.300032
126,6,99,1552.310016
83,4,109,1552.320032
84,4,104,1552.330016
124,5,99,1552.340032
82,3,97,1552.350016
123,6,105,1552.360032
82,4,97,1552.370016
123,6,105,1552.380032
82,5,112,1552.390016
123,7,105,1552.400032
82,6,107,1552.410016
124,8,106,1552.420032
83,6,105,1552.430016
123,7,88,1552.440032
82,5,86,1552.450016
124,6,81,1552.460032
82,4,95,1552.470016
124,4,82,1552.480032
82,3,78,1552.490016
121,3,101,1552.500032
80,1,89,1552.510016
80,1,90,1552.520032
120,1,112,1552.530016
80,1,107,1552.540032
121,4,113,1552.550016
80,3,116,1552.560032
123,6,112,1552.570016
82,4,109,1552.580032
123,7,112,1552.590016
82,5,111,1552.600032
123,8,115,1552.610016
82,5,106,1552.620032
123,8,108,1552.630016
81,5,105,1552.640032
122,8,103,1552.650016
82,5,119,1552.660032
123,7,115,1552.670016
82,5,115,1552.680032
123,5,111,1552.690016
82,4,113,1552.700032
82,4,117,1552.710016
122,6,112,1552.720032
81,4,109,1552.730016
120,5,114,1552.740032
80,4,108,1552.750016
119,5,111,1552.760032
80,3,110,1552.770016
119,3,107,1552.780032
79,3,108,1552.790016
118,4,102,1552.800032
80,2,104,1552.810016
121,5,107,1552.820032
80,3,111,1552.830016
121,6,104,1552.840032
80,4,108,1552.850016
121,6,100,1552.860032
80,4,109,1552.870016
120,6,113,1552.880032
80,5,110,1552.890016
80,5,114,1552.900032
120,7,103,1552.910016
81,4,108,1552.920032
121,7,112,1552.930016
82,5,97,1552.940032
122,5,87,1552.950016
81,3,77,1552.960032
122,4,59,1552.970016
79,2,46,1552.980032
110,3,68,1552.990016
70,2,105,1553.000032
105,3,121,1553.010016
70,2,132,1553.020032
105,3,113,1553.030016
69,3,115,1553.040032
112,3,117,1553.050016
79,3,105,1553.060032
118,5,101,1553.070016
79,4,106,1553.080032
79,5,109,1553.090016
120,7,119,1553.100032
79,6,110,1553.110016
119,9,116,1553.120032
79,6,117,1553.130016
119,9,115,1553.140032
80,6,111,1553.150016
118,8,113,1553.160032
80,4,106,1553.170016
119,6,108,1553.180032
80,4,114,1553.190016
119,4,114,1553.200032
80,2,113,1553.210016
120,5,114,1553.220032
79,3,113,1553.230016
120,5,108,1553.240032
80,3,103,1553.250016
119,6,106,1553.260032
80,3,103,1553.270016
79,4,107,1553.280032
120,5,110,1553.290016
79,2,111,1553.300032
118,4,111,1553.310016
79,4,116,1553.320032
119,5,113,1553.330016
78,3,113,1553.340032
118,5,110,1553.350016
80,4,115,1553.360032
119,7,115,1553.370016
79,4,120,1553.380032
119,5,114,1553.390016
78,4,109,1553.400032
118,6,108,1553.410016
78,3,111,1553.420032
117,5,112,1553.430016
78,3,110,1553.440032
77,2,112,1553.450016
117,5,109,1553.460032
78,4,106,1553.470016
119,6,111,1553.480032
78,6,116,1553.490016
119,7,119,1553.500032
79,5,117,1553.510016
117,7,108,1553.520032
78,5,110,1553.530016
117,5,119,1553.540032
77,2,107,1553.550016
116,5,106,1553.560032
78,3,113,1553.570016
116,6,115,1553.580032
78,4,114,1553.590016
116,5,122,1553.600032
77,4,111,1553.610016
116,6,109,1553.620032
77,4,112,1553.630016
117,6,118,1553.640032
77,3,112,1553.650016
78,4,106,1553.660032
117,6,116,1553.670016
77,5,105,1553.680032
118,6,114,1553.690016
78,5,107,1553.700032
118,6,110,1553.710016
78,5,110,1553.720032
118,7,108,1553.730016
78,5,104,1553.740032
118,6,113,1553.750016
78,4,107,1553.760032
117,6,118,1553.770016
78,2,109,1553.780032
116,4,112,1553.790016
78,1,118,1553.800032
116,4,102,1553.810016
78,2,108,1553.820032
76,2,106,1553.830016
116,5,109,1553.840032
77,4,108,1553.850016
115,7,109,1553.860032
77,4,104,1553.870016
117,7,115,1553.880032
78,4,113,1553.890016
117,6,110,1553.900032
79,4,101,1553.910016
117,7,107,1553.920032
78,4,107,1553.930016
116,7,112,1553.940032
78,5,112,1553.950016
115,7,111,1553.960032
77,5,105,1553.970016
114,7,108,1553.980032
77,4,107,1553.990016
114,7,104,1554.000032
77,4,114,1554.010016
76,5,114,1554.020032
115,5,111,1554.030016
77,5,112,1554.040032
115,7,106,1554.050016
77,4,113,1554.060032
115,6,102,1554.070016
76,4,103,1554.080032
114,7,106,1554.090016
77,4,98,1554.100032
115,5,86,1554.110016
75,3,73,1554.120032
107,4,94,1554.130016
69,3,106,1554.140032
103,2,115,1554.150016
68,1,121,1554.160032
99,2,112,1554.170016
67,1,115,1554.180032
105,4,118,1554.190016
73,2,114,1554.200032
74,2,110,1554.210016
112,4,114,1554.220032
75,4,119,1554.230016
113,4,125,1554.240032
75,3,120,1554.250016
112,2,112,1554.260032
76,2,117,1554.270016
113,2,114,1554.280032
75,2,113,1554.290016
113,2,113,1554.300032
76,2,118,1554.310016
115,5,116,1554.320032
76,3,112,1554.330016
116,4,115,1554.340032
76,4,104,1554.350016
116,6,112,1554.360032
77,4,105,1554.370016
116,6,107,1554.380032
77,3,112,1554.390016
76,4,108,1554.400032
114,6,115,1554.410016
77,4,107,1554.420032
114,5,111,1554.430016
76,3,108,1554.440032
113,5,113,1554.450016
75,4,103,1554.460032
114,6,112,1554.470016
76,3,113,1554.480032
113,5,108,1554.490016
76,5,102,1554.500032
114,8,114,1554.510016
76,5,110,1554.520032
115,7,117,1554.530016
75,4,111,1554.540032
114,8,113,1554.550016
75,5,111,1554.560032
113,5,120,1554.570016
74,3,118,1554.580032
75,4,112,1554.590016
112,4,111,1554.600032
75,3,121,1554.610016
112,3,114,1554.620032
75,2,106,1554.630016
111,4,112,1554.640032
75,3,109,1554.650016
112,4,100,1554.660032
75,3,110,1554.670016
113,6,109,1554.680032
75,4,113,1554.690016
113,6,109,1554.700032
75,5,113,1554.710016
112,8,111,1554.720032
75,6,109,1554.730016
113,8,108,1554.740032
76,4,106,1554.750016
114,7,114,1554.760032
75,5,116,1554.770016
76,4,115,1554.780032
114,7,100,1554.790016
75,5,98,1554.800032
113,7,108,1554.810016
74,4,110,1554.820032
112,8,108,1554.830016
75,5,112,1554.840032
111,8,111,1554.850016
75,5,115,1554.860032
113,8,102,1554.870016
75,6,109,1554.880032
114,7,111,1554.890016
75,4,117,1554.900032
113,6,114,1554.910016
75,3,107,1554.920032
112,4,115,1554.930016
75,4,109,1554.940032
75,4,109,1554.950016
112,5,111,1554.960032
75,3,112,1554.970016
112,6,109,1554.980032
75,3,111,1554.990016
112,5,117,1555.000032
75,3,117,1555.010016
112,5,115,1555.020032
74,4,117,1555.030016
112,6,118,1555.040032
75,5,113,1555.050016
113,6,121,1555.060032
75,5,107,1555.070016
113,6,117,1555.080032
76,4,108,1555.090016
114,6,102,1555.100032
76,4,109,1555.110016
114,6,114,1555.120032
75,3,107,1555.130016
75,4,110,1555.140032
113,6,112,1555.150016
75,4,113,1555.160032
113,6,109,1555.170016
75,4,110,1555.180032
113,6,116,1555.190016
75,3,111,1555.200032
112,5,106,1555.210016
74,3,110,1555.220032
112,4,105,1555.230016
74,2,113,1555.240032
112,3,111,1555.250016
74,2,109,1555.260032
113,3,109,1555.270016
75,1,112,1555.280032
112,3,113,1555.290016
73,3,110,1555.300032
111,5,114,1555.310016
74,3,113,1555.320032
73,4,112,1555.330016
109,6,108,1555.340032
73,4,109,1555.350016
110,6,112,1555.360032
73,4,102,1555.370016
111,6,121,1555.380032
73,4,108,1555.390016
110,7,102,1555.400032
74,5,109,1555.410016
110,8,98,1555.420032
74,6,114,1555.430016
110,9,100,1555.440032
75,5,103,1555.450016
112,7,102,1555.460032
74,4,99,1555.470016
108,5,104,1555.480032
69,2,97,1555.490016
102,2,112,1555.500032
67,2,129,1555.510016
66,1,124,1555.520032
98,2,122,1555.530016
67,1,119,1555.540032
103,3,108,1555.550016
72,2,119,1555.560032
108,3,117,1555.570016
72,3,111,1555.580032
109,5,111,1555.590016
73,4,104,1555.600032
110,6,108,1555.610016
74,3,109,1555.620032
111,8,110,1555.630016
74,5,108,1555.640032
111,6,104,1555.650016
74,5,118,1555.660032
111,6,120,1555.670016
74,4,107,1555.680032
111,6,114,1555.690016
74,3,104,1555.700032
75,4,116,1555.710016
112,5,115,1555.720032
74,3,114,1555.730016
112,4,116,1555.740032
74,4,111,1555.750016
111,4,101,1555.760032
74,4,116,1555.770016
110,5,106,1555.780032
73,4,110,1555.790016
110,6,108,1555.800032
73,4,102,1555.810016
109,5,107,1555.820032
74,3,105,1555.830016
110,3,116,1555.840032
73,3,109,1555.850016
110,3,110,1555.860032
73,3,116,1555.870016
110,3,108,1555.880032
73,3,109,1555.890016
73,2,114,1555.900032
110,6,107,1555.910016
72,4,112,1555.920032
110,7,118,1555.930016
72,6,116,1555.940032
110,8,113,1555.950016
73,5,113,1555.960032
109,8,115,1555.970016
73,5,112,1555.980032
111,6,111,1555.990016
74,4,106,1556.000032
110,6,104,1556.010016
74,5,112,1556.020032
111,6,114,1556.030016
74,4,116,1556.040032
111,7,117,1556.050016
74,4,107,1556.060032
111,6,113,1556.070016
73,3,111,1556.080032
73,4,116,1556.090016
110,6,107,1556.100032
72,5,118,1556.110016
109,6,122,1556.120032
73,3,113,1556.130016
110,7,108,1556.140032
73,4,97,1556.150016
110,7,114,1556.160032
73,4,110,1556.170016
109,7,104,1556.180032
73,6,113,1556.190016
109,8,122,1556.200032
73,5,111,1556.210016
110,7,109,1556.220032
74,5,109,1556.230016
111,7,111,1556.240032
74,5,101,1556.250016
112,5,113,1556.260032
74,5,107,1556.270016
74,4,107,1556.280032
111,5,122,1556.290016
74,5,117,1556.300032
111,7,117,1556.310016
74,5,118,1556.320032
111,7,119,1556.330016
75,5,115,1556.340032
111,6,115,1556.350016
74,5,110,1556.360032
111,6,123,1556.370016
74,4,114,1556.380032
110,5,112,1556.390016
73,4,111,1556.400032
110,7,109,1556.410016
73,3,111,1556.420032
110,6,113,1556.430016
73,3,115,1556.440032
110,5,111,1556.450016
73,3,111,1556.460032
74,3,115,1556.470016
110,6,113,1556.480032
74,4,108,1556.490016
110,6,107,1556.500032
74,5,100,1556.510016
110,7,107,1556.520032
73,5,110,1556.530016
110,8,109,1556.540032
73,4,112,1556.550016
110,6,112,1556.560032
73,4,110,1556.570016
109,5,112,1556.580032
74,3,104,1556.590016
110,5,104,1556.600032
73,3,116,1556.610016
109,3,112,1556.620032
71,2,101,1556.630016
104,3,120,1556.640032
70,2,132,1556.650016
69,1,134,1556.660032
104,3,117,1556.670016
69,3,120,1556.680032
104,5,122,1556.690016
72,4,113,1556.700032
109,7,108,1556.710016
73,6,112,1556.720032
111,8,107,1556.730016
73,5,108,1556.740032
112,7,110,1556.750016
75,5,114,1556.760032
112,6,113,1556.770016
74,3,117,1556.780032
110,5,113,1556.790016
74,3,111,1556.800032
111,4,112,1556.810016
73,2,103,1556.820032
111,4,116,1556.830016
74,3,115,1556.840032
74,3,110,1556.850016
112,3,111,1556.860032
74,3,112,1556.870016
110,6,106,1556.880032
74,3,109,1556.890016
110,5,126,1556.900032
74,3,114,1556.910016
109,6,116,1556.920032
73,3,109,1556.930016
110,3,111,1556.940032
73,2,105,1556.950016
110,2,120,1556.960032
73,2,120,1556.970016
110,2,107,1556.980032
73,2,114,1556.990016
110,5,122,1557.000032
73,4,112,1557.010016
110,7,109,1557.020032
74,5,119,1557.030016
74,5,121,1557.040032
111,8,119,1557.050016
74,5,119,1557.060032
112,7,119,1557.070016
74,4,110,1557.080032
112,4,116,1557.090016
74,2,117,1557.100032
110,4,118,1557.110016
74,3,116,1557.120032
111,4,112,1557.130016
74,2,116,1557.140032
111,5,113,1557.150016
74,3,108,1557.160032
113,6,108,1557.170016
74,4,107,1557.180032
113,5,111,1557.190016
75,4,110,1557.200032
75,3,106,1557.210016
113,6,107,1557.220032
74,4,110,1557.230016
112,5,115,1557.240032
74,4,108,1557.250016
112,7,116,1557.260032
73,4,106,1557.270016
110,7,108,1557.280032
74,4,107,1557.290016
110,7,114,1557.300032
74,4,104,1557.310016
111,6,114,1557.320032
75,4,109,1557.330016
112,6,107,1557.340032
75,3,108,1557.350016
113,6,109,1557.360032
75,4,111,1557.370016
112,6,103,1557.380032
74,2,105,1557.390016
74,4,108,1557.400032
111,4,106,1557.410016
73,3,105,1557.420032
111,4,98,1557.430016
74,2,97,1557.440032
111,3,104,1557.450016
74,3,104,1557.460032
112,4,109,1557.470016
75,3,109,1557.480032
111,6,103,1557.490016
75,4,108,1557.500032
111,6,100,1557.510016
74,4,116,1557.520032
112,6,106,1557.530016
74,3,103,1557.540032
113,4,101,1557.550016
75,3,97,1557.560032
113,3,95,1557.570016
75,3,96,1557.580032
76,3,106,1557.590016
114,5,101,1557.600032
75,4,107,1557.610016
113,7,114,1557.620032
75,4,105,1557.630016
112,6,114,1557.640032
74,4,118,1557.650016
111,6,107,1557.660032
74,3,113,1557.670016
111,2,105,1557.680032
75,2,106,1557.690016
112,4,110,1557.700032
75,3,111,1557.710016
112,4,118,1557.720032
75,4,103,1557.730016
113,6,108,1557.740032
74,5,104,1557.750016
113,6,108,1557.760032
75,5,103,1557.770016
112,7,107,1557.780032
75,5,102,1557.790016
75,4,95,1557.800032
112,7,98,1557.810016
75,4,104,1557.820032
112,6,113,1557.830016
74,5,116,1557.840032
113,7,120,1557.850016
74,5,116,1557.860032
112,6,115,1557.870016
74,5,110,1557.880032
112,7,107,1557.890016
74,5,110,1557.900032
110,6,103,1557.910016
74,4,104,1557.920032
111,5,118,1557.930016
75,4,106,1557.940032
112,3,106,1557.950016
75,2,105,1557.960032
112,1,106,1557.970016
75,1,103,1557.980032
74,0,100,1557.990016
109,1,118,1558.000032
72,1,130,1558.010016
107,3,137,1558.020032
70,1,118,1558.030016
106,3,115,1558.040032
71,3,112,1558.050016
108,5,114,1558.060032
73,3,115,1558.070016
110,7,113,1558.080032
74,4,120,1558.090016
112,7,104,1558.100032
75,5,121,1558.110016
112,7,109,1558.120032
75,5,120,1558.130016
112,7,119,1558.140032
75,4,119,1558.150016
113,7,117,1558.160032
75,4,118,1558.170016
115,7,115,1558.180032
76,5,121,1558.190016
77,6,109,1558.200032
114,8,105,1558.210016
76,5,120,1558.220032
115,7,113,1558.230016
76,5,115,1558.240032
114,7,113,1558.250016
76,5,107,1558.260032
113,6,103,1558.270016
76,3,112,1558.280032
115,5,115,1558.290016
76,3,112,1558.300032
114,6,115,1558.310016
76,4,112,1558.320032
114,6,112,1558.330016
76,5,115,1558.340032
114,8,104,1558.350016
75,5,112,1558.360032
115,6,110,1558.370016
76,3,114,1558.380032
76,3,110,1558.390016
114,4,116,1558.400032
76,2,106,1558.410016
115,2,107,1558.420032
76,1,107,1558.430016
113,3,102,1558.440032
76,2,110,1558.450016
114,3,111,1558.460032
76,3,110,1558.470016
114,4,109,1558.480032
76,4,107,1558.490016
112,6,123,1558.500032
76,5,116,1558.510016
113,7,113,1558.520032
75,5,120,1558.530016
113,8,120,1558.540032
75,5,113,1558.550016
113,7,115,1558.560032
76,5,114,1558.570016
75,5,111,1558.580032
115,7,107,1558.590016
76,5,111,1558.600032
113,8,107,1558.610016
77,6,104,1558.620032
114,8,116,1558.630016
77,5,120,1558.640032
114,8,107,1558.650016
76,5,111,1558.660032
113,7,102,1558.670016
76,4,105,1558.680032
114,7,111,1558.690016
77,4,109,1558.700032
115,4,115,1558.710016
77,4,103,1558.720032
117,5,103,1558.730016
78,5,106,1558.740032
118,6,107,1558.750016
78,4,106,1558.760032
78,5,115,1558.770016
116,6,113,1558.780032
77,4,109,1558.790016
116,7,111,1558.800032
76,4,113,1558.810016
114,6,112,1558.820032
76,4,106,1558.830016
115,6,109,1558.840032
76,4,123,1558.850016
115,5,106,1558.860032
77,4,108,1558.870016
117,6,117,1558.880032
77,3,115,1558.890016
117,6,109,1558.900032
79,5,109,1558.910016
117,6,114,1558.920032
79,4,116,1558.930016
119,5,109,1558.940032
80,4,106,1558.950016
80,3,106,1558.960032
120,4,109,1558.970016
79,4,112,1558.980032
118,3,108,1558.990016
79,2,108,1559.000032
117,4,114,1559.010016
77,4,106,1559.020032
116,5,110,1559.030016
77,4,107,1559.040032
115,6,106,1559.050016
76,4,113,1559.060032
115,7,110,1559.070016
76,4,104,1559.080032
114,5,104,1559.090016
78,4,94,1559.100032
116,4,110,1559.110016
76,3,107,1559.120032
111,5,106,1559.130016
72,2,120,1559.140032
72,2,124,1559.150016
106,2,126,1559.160032
71,2,105,1559.170016
107,3,118,1559.180032
75,4,107,1559.190016
115,4,111,1559.200032
78,3,114,1559.210016
117,4,114,1559.220032
79,3,110,1559.230016
117,5,103,1559.240032
76,3,99,1559.250016
116,5,103,1559.260032
77,4,103,1559.270016
115,6,109,1559.280032
77,6,103,1559.290016
115,8,106,1559.300032
78,5,104,1559.310016
116,8,104,1559.320032
77,5,116,1559.330016
77,5,113,1559.340032
116,5,104,1559.350016
77,3,106,1559.360032
117,4,106,1559.370016
79,2,107,1559.380032
118,3,95,1559.390016
79,2,111,1559.400032
117,4,113,1559.410016
78,4,100,1559.420032
118,7,108,1559.430016
78,5,110,1559.440032
118,6,108,1559.450016
79,5,103,1559.460032
118,7,101,1559.470016
79,5,115,1559.480032
119,6,105,1559.490016
80,4,110,1559.500032
79,4,110,1559.510016
120,7,108,1559.520032
80,4,104,1559.530016
120,5,115,1559.540032
81,4,112,1559.550016
120,5,105,1559.560032
80,2,111,1559.570016
119,4,111,1559.580032
78,3,108,1559.590016
118,5,114,1559.600032
80,3,117,1559.610016
119,6,104,1559.620032
80,4,110,1559.630016
120,6,119,1559.640032
81,4,110,1559.650016
120,7,110,1559.660032
80,5,108,1559.670016
119,6,110,1559.680032
79,4,101,1559.690016
80,4,104,1559.700032
118,4,102,1559.710016
79,3,104,1559.720032
119,4,99,1559.730016
80,2,103,1559.740032
119,3,114,1559.750016
80,3,113,1559.760032
122,3,95,1559.770016
81,3,84,1559.780032
125,4,73,1559.790016
82,3,73,1559.800032
123,4,100,1559.810016
83,2,123,1559.820032
125,5,111,1559.830016
82,5,108,1559.840032
122,5,117,1559.850016
82,4,125,1559.860032
123,6,114,1559.870016
81,5,116,1559.880032
81,4,108,1559.890016
121,7,106,1559.900032
82,5,103,1559.910016
122,7,100,1559.920032
83,4,97,1559.930016
121,6,100,1559.940032
78,4,107,1559.950016
110,5,106,1559.960032
66,3,104,1559.970016
88,5,114,1559.980032
49,3,106,1559.990016
62,5,106,1560.000032
34,3,104,1560.010016
38,4,105,1560.020032
18,2,105,1560.030016
17,2,105,1560.040032
4,0,107,1560.050016
-5,0,113,1560.060032
-12,0,109,1560.070016
-17,-1,108,1560.080032
-38,-3,104,1560.090016
-34,-2,101,1560.100032
-61,-3,101,1560.110016
-46,-2,102,1560.120032
-70,-3,96,1560.130016
-44,-2,100,1560.140032
-57,-2,106,1560.150016
-30,-1,104,1560.160032
-33,-1,103,1560.170016
-15,-1,101,1560.180032
-13,-1,108,1560.190016
-5,-1,107,1560.200032
-6,-1,105,1560.210016
-2,0,105,1560.220032
-1,0,104,1560.230016
0,0,104,1560.240032
0,0,104,1560.250016
0,0,100,1560.260032
0,-1,99,1560.270016
0,0,102,1560.280032
0,0,103,1560.290016
0,0,105,1560.300032
0,0,101,1560.310016
1,0,102,1560.320032
0,0,103,1560.330016
0,0,108,1560.340032
0,0,110,1560.350016
0,0,109,1560.360032
0,0,109,1560.370016
0,0,108,1560.380032
