Item1.X,Item1.Y,Item1.Brightness,Item2
0,0,105,1560.390016
0,0,103,1560.400032
0,0,108,1560.410016
0,-1,101,1560.420032
0,0,106,1560.430016
0,0,103,1560.440032
0,0,100,1560.450016
0,-1,103,1560.460032
0,0,108,1560.470016
0,-1,105,1560.480032
0,0,106,1560.490016
0,0,110,1560.500032
0,0,104,1560.510016
0,0,110,1560.520032
0,0,105,1560.530016
0,0,105,1560.540032
0,0,108,1560.550016
0,0,108,1560.560032
0,0,103,1560.570016
0,0,102,1560.580032
0,0,114,1560.590016
0,0,111,1560.600032
0,0,106,1560.610016
0,0,106,1560.620032
0,0,106,1560.630016
0,0,104,1560.640032
0,0,108,1560.650016
0,0,113,1560.660032
0,0,109,1560.670016
0,0,106,1560.680032
0,0,105,1560.690016
0,0,99,1560.700032
0,0,107,1560.710016
0,0,106,1560.720032
0,0,107,1560.730016
0,0,113,1560.740032
0,0,108,1560.750016
0,0,100,1560.760032
0,0,104,1560.770016
0,0,106,1560.780032
0,0,110,1560.790016
0,0,105,1560.800032
0,0,104,1560.810016
0,0,103,1560.820032
0,0,107,1560.830016
0,0,109,1560.840032
0,0,103,1560.850016
0,0,110,1560.860032
0,0,101,1560.870016
0,0,110,1560.880032
0,0,108,1560.890016
0,0,109,1560.900032
0,0,107,1560.910016
0,0,102,1560.920032
0,0,105,1560.930016
0,0,108,1560.940032
0,0,105,1560.950016
0,0,103,1560.960032
0,0,108,1560.970016
0,0,105,1560.980032
0,0,104,1560.990016
0,0,108,1561.000032
0,0,107,1561.010016
0,0,106,1561.020032
0,0,108,1561.030016
0,0,104,1561.040032
0,0,110,1561.050016
0,0,111,1561.060032
0,0,105,1561.070016
0,0,105,1561.080032
0,0,105,1561.090016
0,0,106,1561.100032
0,0,109,1561.110016
0,0,106,1561.120032
0,0,104,1561.130016
0,0,107,1561.140032
0,0,102,1561.150016
0,0,109,1561.160032
0,0,106,1561.170016
0,0,112,1561.180032
0,0,110,1561.190016
0,0,104,1561.200032
0,0,104,1561.210016
0,0,109,1561.220032
0,0,107,1561.230016
0,0,106,1561.240032
0,0,108,1561.250016
0,0,112,1561.260032
0,0,106,1561.270016
0,0,109,1561.280032
0,0,103,1561.290016
0,0,108,1561.300032
0,0,102,1561.310016
0,0,106,1561.320032
-1,0,105,1561.330016
-2,0,104,1561.340032
-3,0,102,1561.350016
-4,0,106,1561.360032
-7,0,101,1561.370016
-7,0,101,1561.380032
-12,0,100,1561.390016
-10,0,105,1561.400032
-12,0,110,1561.410016
-21,-1,105,1561.420032
-17,0,107,1561.430016
-30,-1,107,1561.440032
-24,-1,108,1561.450016
-40,-3,114,1561.460032
-31,-2,112,1561.470016
-51,-3,109,1561.480032
-39,-3,104,1561.490016
-64,-5,116,1561.500032
-48,-3,120,1561.510016
-78,-5,105,1561.520032
-58,-3,101,1561.530016
-96,-5,113,1561.540032
-69,-3,110,1561.550016
-115,-5,73,1561.560032
-82,-3,72,1561.570016
-132,-6,94,1561.580032
-94,-3,114,1561.590016
-99,-5,110,1561.600032
-159,-7,104,1561.610016
-112,-5,110,1561.620032
-176,-8,108,1561.630016
-124,-5,115,1561.640032
-194,-8,115,1561.650016
-136,-5,121,1561.660032
-213,-8,112,1561.670016
-149,-6,109,1561.680032
-232,-9,101,1561.690016
-160,-6,113,1561.700032
-250,-12,114,1561.710016
-174,-7,112,1561.720032
-270,-9,113,1561.730016
-187,-6,116,1561.740032
-285,-9,104,1561.750016
-194,-9,100,1561.760032
-303,-16,110,1561.770016
-207,-11,111,1561.780032
-212,-15,111,1561.790016
-324,-25,101,1561.800032
-214,-18,112,1561.810016
-275,-23,103,1561.820032
-147,-12,108,1561.830016
-168,-19,101,1561.840032
-80,-10,114,1561.850016
-72,-5,102,1561.860032
-22,0,109,1561.870016
-19,-7,106,1561.880032
-19,-5,121,1561.890016
-25,-8,115,1561.900032
-15,-7,111,1561.910016
-11,-17,117,1561.920032
0,-16,115,1561.930016
0,-22,112,1561.940032
-1,-14,112,1561.950016
-4,-22,107,1561.960032
-5,-11,117,1561.970016
-13,-15,117,1561.980032
-14,-6,109,1561.990016
-11,-6,118,1562.000032
-14,0,108,1562.010016
-5,6,115,1562.020032
-3,8,107,1562.030016
-4,4,106,1562.040032
-8,10,110,1562.050016
-3,14,115,1562.060032
1,14,103,1562.070016
5,3,117,1562.080032
-1,6,116,1562.090016
1,9,111,1562.100032
15,7,115,1562.110016
18,1,104,1562.120032
14,7,115,1562.130016
5,10,117,1562.140032
15,21,106,1562.150016
13,15,117,1562.160032
10,18,108,1562.170016
6,34,115,1562.180032
3,27,118,1562.190016
5,37,107,1562.200032
1,22,109,1562.210016
3,20,114,1562.220032
3,9,119,1562.230016
6,3,117,1562.240032
6,-3,117,1562.250016
14,-8,120,1562.260032
6,-4,120,1562.270016
4,-2,111,1562.280032
-1,-1,125,1562.290016
2,0,118,1562.300032
-2,0,109,1562.310016
-6,-2,115,1562.320032
2,-6,116,1562.330016
13,-20,110,1562.340032
6,-11,100,1562.350016
4,-7,115,1562.360032
3,-10,110,1562.370016
1,-3,114,1562.380032
0,5,106,1562.390016
-11,18,120,1562.400032
-29,49,115,1562.410016
-24,42,112,1562.420032
-29,54,115,1562.430016
-18,28,104,1562.440032
-22,36,113,1562.450016
-6,22,108,1562.460032
8,28,111,1562.470016
17,10,112,1562.480032
14,22,115,1562.490016
-1,23,105,1562.500032
-20,45,109,1562.510016
-18,27,102,1562.520032
-26,36,102,1562.530016
-17,24,101,1562.540032
-13,20,109,1562.550016
1,26,116,1562.560032
14,13,108,1562.570016
32,16,105,1562.580032
18,1,109,1562.590016
11,1,106,1562.600032
-1,4,102,1562.610016
-20,3,114,1562.620032
-9,0,108,1562.630016
-13,-16,110,1562.640032
-7,-10,119,1562.650016
-7,-19,117,1562.660032
-4,-18,126,1562.670016
1,-29,112,1562.680032
-5,-15,116,1562.690016
-24,-8,118,1562.700032
-12,1,114,1562.710016
-25,9,113,1562.720032
-11,11,116,1562.730016
-5,9,107,1562.740032
2,14,114,1562.750016
9,5,111,1562.760032
3,0,108,1562.770016
-2,-12,115,1562.780032
-2,-28,109,1562.790016
-9,-18,116,1562.800032
-26,-24,115,1562.810016
-19,-8,108,1562.820032
-24,1,120,1562.830016
-10,13,109,1562.840032
-14,32,110,1562.850016
-8,19,109,1562.860032
0,36,112,1562.870016
7,21,108,1562.880032
21,29,115,1562.890016
19,16,118,1562.900032
29,24,109,1562.910016
18,17,107,1562.920032
16,16,116,1562.930016
17,17,109,1562.940032
2,7,108,1562.950016
-20,0,111,1562.960032
-32,-4,99,1562.970016
-73,-8,112,1562.980032
-60,-7,116,1562.990016
-113,-10,110,1563.000032
-87,-9,105,1563.010016
-135,-9,101,1563.020032
-88,-5,107,1563.030016
-123,-7,97,1563.040032
-77,-5,108,1563.050016
-106,-6,111,1563.060032
-67,-3,103,1563.070016
-91,-5,110,1563.080032
-55,-2,119,1563.090016
-76,-3,107,1563.100032
-45,-2,102,1563.110016
-62,-4,96,1563.120032
-36,-1,101,1563.130016
-34,-2,117,1563.140032
-44,-2,107,1563.150016
-26,-2,104,1563.160032
-34,-1,102,1563.170016
-20,0,108,1563.180032
-24,-1,103,1563.190016
-14,-1,100,1563.200032
-17,-1,105,1563.210016
-10,0,106,1563.220032
-11,-1,103,1563.230016
-6,0,102,1563.240032
-7,-1,103,1563.250016
-4,0,103,1563.260032
-4,0,101,1563.270016
-1,0,102,1563.280032
-2,0,101,1563.290016
0,0,102,1563.300032
-1,0,101,1563.310016
0,0,103,1563.320032
0,0,97,1563.330016
0,0,106,1563.340032
0,0,103,1563.350016
0,0,101,1563.360032
0,0,99,1563.370016
0,0,103,1563.380032
0,0,101,1563.390016
0,0,99,1563.400032
0,0,104,1563.410016
0,0,98,1563.420032
0,0,101,1563.430016
0,0,101,1563.440032
0,0,105,1563.450016
0,0,106,1563.460032
0,0,100,1563.470016
0,0,102,1563.480032
0,0,98,1563.490016
0,0,106,1563.500032
0,0,101,1563.510016
0,0,101,1563.520032
-1,0,100,1563.530016
0,0,100,1563.540032
0,0,106,1563.550016
0,0,102,1563.560032
0,0,102,1563.570016
0,0,106,1563.580032
0,0,102,1563.590016
0,0,98,1563.600032
0,0,100,1563.610016
0,0,101,1563.620032
0,0,105,1563.630016
0,0,98,1563.640032
0,0,103,1563.650016
0,0,104,1563.660032
0,0,98,1563.670016
0,0,99,1563.680032
0,0,102,1563.690016
0,0,100,1563.700032
0,0,105,1563.710016
0,0,106,1563.720032
0,0,101,1563.730016
0,0,107,1563.740032
0,0,101,1563.750016
0,0,104,1563.760032
0,0,104,1563.770016
0,0,100,1563.780032
0,0,97,1563.790016
0,0,99,1563.800032
0,0,102,1563.810016
0,0,98,1563.820032
0,0,100,1563.830016
0,0,104,1563.840032
0,0,101,1563.850016
0,0,100,1563.860032
0,0,102,1563.870016
0,0,108,1563.880032
0,0,104,1563.890016
0,0,110,1563.900032
0,0,105,1563.910016
0,0,102,1563.920032
0,0,101,1563.930016
0,0,101,1563.940032
0,0,102,1563.950016
0,0,102,1563.960032
0,0,101,1563.970016
0,0,103,1563.980032
0,0,105,1563.990016
0,0,99,1564.000032
0,0,103,1564.010016
0,0,98,1564.020032
0,0,98,1564.030016
0,0,104,1564.040032
0,0,100,1564.050016
0,0,103,1564.060032
0,0,100,1564.070016
0,0,109,1564.080032
0,0,100,1564.090016
0,0,101,1564.100032
0,0,97,1564.110016
0,0,103,1564.120032
0,0,99,1564.130016
0,0,97,1564.140032
0,0,101,1564.150016
0,0,101,1564.160032
0,0,103,1564.170016
0,0,100,1564.180032
0,0,99,1564.190016
0,0,104,1564.200032
0,0,103,1564.210016
0,0,103,1564.220032
0,0,103,1564.230016
0,0,102,1564.240032
0,0,98,1564.250016
0,0,99,1564.260032
0,0,101,1564.270016
0,0,96,1564.280032
0,0,105,1564.290016
0,0,103,1564.300032
0,0,95,1564.310016
0,0,107,1564.320032
0,0,98,1564.330016
0,0,101,1564.340032
0,0,96,1564.350016
0,0,100,1564.360032
-1,0,104,1564.370016
-2,0,106,1564.380032
-4,0,107,1564.390016
-4,0,107,1564.400032
-8,0,107,1564.410016
-8,0,111,1564.420032
-13,0,105,1564.430016
-12,0,104,1564.440032
-14,-2,107,1564.450016
-26,-2,109,1564.460032
-20,-1,107,1564.470016
-37,-3,114,1564.480032
-29,-3,104,1564.490016
-49,-3,108,1564.500032
-38,-3,111,1564.510016
-64,-5,104,1564.520032
-47,-2,105,1564.530016
-79,-5,110,1564.540032
-59,-3,111,1564.550016
-96,-5,107,1564.560032
-69,-4,116,1564.570016
-113,-6,114,1564.580032
-80,-3,111,1564.590016
-130,-6,109,1564.600032
-93,-5,112,1564.610016
-148,-6,114,1564.620032
-103,-5,102,1564.630016
-107,-4,110,1564.640032
-169,-6,84,1564.650016
-114,-4,71,1564.660032
-169,-6,95,1564.670016
-118,-3,118,1564.680032
-187,-8,116,1564.690016
-130,-6,114,1564.700032
-205,-11,118,1564.710016
-146,-9,108,1564.720032
-240,-15,118,1564.730016
-169,-12,115,1564.740032
-260,-23,116,1564.750016
-180,-14,113,1564.760032
-280,-19,103,1564.770016
-194,-13,114,1564.780032
-275,-15,116,1564.790016
-154,-10,121,1564.800032
-194,-6,114,1564.810016
-107,-3,118,1564.820032
-89,-9,111,1564.830016
-90,-15,112,1564.840032
-28,-15,120,1564.850016
-35,-23,112,1564.860032
-21,-12,116,1564.870016
-28,-14,111,1564.880032
-14,-4,115,1564.890016
-16,-1,110,1564.900032
-9,2,106,1564.910016
-16,4,110,1564.920032
-15,0,110,1564.930016
-19,-10,110,1564.940032
-10,-8,108,1564.950016
-11,-10,106,1564.960032
-5,-6,105,1564.970016
-14,-6,103,1564.980032
-2,-9,105,1564.990016
-2,-5,104,1565.000032
-1,0,106,1565.010016
-2,1,72,1565.020032
-8,3,87,1565.030016
-7,3,104,1565.040032
-10,10,112,1565.050016
-5,10,104,1565.060032
-5,8,109,1565.070016
-2,3,121,1565.080032
-6,0,110,1565.090016
-1,-6,105,1565.100032
-2,-9,109,1565.110016
-7,-10,105,1565.120032
-9,-24,101,1565.130016
-7,-18,92,1565.140032
-4,-34,86,1565.150016
0,-25,105,1565.160032
0,-34,107,1565.170016
5,-22,106,1565.180032
0,-15,114,1565.190016
-11,-1,102,1565.200032
-16,0,115,1565.210016
-21,6,107,1565.220032
-11,6,110,1565.230016
-15,13,111,1565.240032
-8,7,106,1565.250016
2,0,114,1565.260032
14,-4,115,1565.270016
26,-11,105,1565.280032
10,-8,109,1565.290016
11,-14,100,1565.300032
5,-14,105,1565.310016
2,-17,105,1565.320032
4,-5,104,1565.330016
11,-7,111,1565.340032
8,-2,27,1565.350016
17,0,107,1565.360032
7,0,113,1565.370016
11,1,109,1565.380032
7,2,110,1565.390016
7,-1,108,1565.400032
1,2,108,1565.410016
7,2,114,1565.420032
17,20,111,1565.430016
24,23,109,1565.440032
37,38,117,1565.450016
17,23,120,1565.460032
21,37,118,1565.470016
13,30,101,1565.480032
10,36,107,1565.490016
6,17,110,1565.500032
11,26,107,1565.510016
17,22,112,1565.520032
36,43,103,1565.530016
23,26,106,1565.540032
28,41,109,1565.550016
16,27,104,1565.560032
8,20,109,1565.570016
0,8,110,1565.580032
-9,6,105,1565.590016
-20,6,108,1565.600032
-7,-2,101,1565.610016
4,-10,91,1565.620032
6,-2,78,1565.630016
15,5,111,1565.640032
4,4,115,1565.650016
0,6,114,1565.660032
-1,4,114,1565.670016
-9,14,105,1565.680032
-9,6,110,1565.690016
-18,11,110,1565.700032
-8,7,112,1565.710016
-9,5,104,1565.720032
-7,-2,111,1565.730016
-15,-2,107,1565.740032
-12,-2,114,1565.750016
-3,7,98,1565.760032
-1,6,108,1565.770016
0,1,108,1565.780032
2,2,69,1565.790016
-3,-1,98,1565.800032
-3,-10,104,1565.810016
-5,-8,115,1565.820032
-10,-27,109,1565.830016
-3,-18,115,1565.840032
11,-19,106,1565.850016
17,-4,102,1565.860032
31,4,105,1565.870016
25,5,106,1565.880032
30,14,99,1565.890016
15,9,109,1565.900032
10,17,107,1565.910016
0,9,114,1565.920032
-5,2,110,1565.930016
-11,-4,107,1565.940032
-15,-3,115,1565.950016
-8,-3,98,1565.960032
-11,-3,102,1565.970016
-13,-9,110,1565.980032
-3,-13,104,1565.990016
6,-13,102,1566.000032
7,-7,97,1566.010016
16,-13,106,1566.020032
9,-5,101,1566.030016
10,-4,109,1566.040032
4,2,111,1566.050016
4,6,108,1566.060032
5,0,111,1566.070016
12,-3,119,1566.080032
15,-2,112,1566.090016
21,-10,106,1566.100032
17,-4,110,1566.110016
19,4,112,1566.120032
7,7,119,1566.130016
0,18,105,1566.140032
-15,11,119,1566.150016
-25,12,114,1566.160032
-51,17,117,1566.170016
-52,6,116,1566.180032
-87,2,105,1566.190016
-64,1,113,1566.200032
-107,-5,119,1566.210016
-70,-3,115,1566.220032
-97,-6,112,1566.230016
-60,-3,116,1566.240032
-80,-3,113,1566.250016
-47,-3,110,1566.260032
-63,-2,112,1566.270016
-37,-2,107,1566.280032
-49,-1,116,1566.290016
-28,-1,115,1566.300032
-35,-1,110,1566.310016
-21,-1,113,1566.320032
-25,0,114,1566.330016
-14,0,109,1566.340032
-11,0,117,1566.350016
-14,-1,109,1566.360032
-8,0,112,1566.370016
-8,-1,110,1566.380032
-4,0,118,1566.390016
-5,-1,116,1566.400032
-2,0,107,1566.410016
-1,0,111,1566.420032
-1,0,118,1566.430016
-1,0,107,1566.440032
0,0,111,1566.450016
0,0,111,1566.460032
0,0,106,1566.470016
0,0,113,1566.480032
0,0,110,1566.490016
0,0,109,1566.500032
0,0,115,1566.510016
0,0,109,1566.520032
0,0,105,1566.530016
0,0,108,1566.540032
0,0,112,1566.550016
0,0,106,1566.560032
0,0,116,1566.570016
-1,0,110,1566.580032
0,0,110,1566.590016
0,0,113,1566.600032
0,0,107,1566.610016
0,0,112,1566.620032
0,0,109,1566.630016
0,0,115,1566.640032
0,0,113,1566.650016
0,0,115,1566.660032
0,0,107,1566.670016
0,0,111,1566.680032
0,0,107,1566.690016
0,0,109,1566.700032
0,0,108,1566.710016
0,0,110,1566.720032
0,0,111,1566.730016
0,0,112,1566.740032
0,0,114,1566.750016
0,0,112,1566.760032
0,0,109,1566.770016
0,0,114,1566.780032
0,0,110,1566.790016
0,0,112,1566.800032
0,0,105,1566.810016
0,0,114,1566.820032
0,0,112,1566.830016
0,0,108,1566.840032
0,0,111,1566.850016
0,0,113,1566.860032
0,0,111,1566.870016
0,0,115,1566.880032
0,0,110,1566.890016
0,0,112,1566.900032
0,0,110,1566.910016
0,0,111,1566.920032
0,0,111,1566.930016
0,0,111,1566.940032
0,0,110,1566.950016
0,0,114,1566.960032
0,0,113,1566.970016
0,0,109,1566.980032
0,0,110,1566.990016
0,0,113,1567.000032
0,0,116,1567.010016
0,0,112,1567.020032
0,0,110,1567.030016
0,0,113,1567.040032
0,0,107,1567.050016
0,0,114,1567.060032
0,0,114,1567.070016
0,0,114,1567.080032
0,0,112,1567.090016
0,0,113,1567.100032
0,0,112,1567.110016
0,0,111,1567.120032
0,0,114,1567.130016
0,0,110,1567.140032
0,0,112,1567.150016
0,0,111,1567.160032
0,0,114,1567.170016
0,0,112,1567.180032
0,0,111,1567.190016
0,0,113,1567.200032
0,0,113,1567.210016
0,0,114,1567.220032
0,0,110,1567.230016
0,0,114,1567.240032
0,0,111,1567.250016
0,0,109,1567.260032
0,0,114,1567.270016
0,0,114,1567.280032
0,0,108,1567.290016
0,0,115,1567.300032
0,0,111,1567.310016
0,0,113,1567.320032
0,0,115,1567.330016
0,0,114,1567.340032
0,0,115,1567.350016
0,0,110,1567.360032
0,0,116,1567.370016
0,0,113,1567.380032
0,0,110,1567.390016
0,0,116,1567.400032
0,0,110,1567.410016
0,0,110,1567.420032
0,0,110,1567.430016
0,0,112,1567.440032
0,0,114,1567.450016
0,0,112,1567.460032
0,0,112,1567.470016
0,0,117,1567.480032
0,0,111,1567.490016
-1,0,111,1567.500032
-1,0,107,1567.510016
-4,-1,112,1567.520032
-4,0,113,1567.530016
-10,-1,112,1567.540032
-8,0,111,1567.550016
-18,-1,112,1567.560032
-16,-2,114,1567.570016
-29,-1,115,1567.580032
-24,-2,108,1567.590016
-43,-2,114,1567.600032
-35,-2,118,1567.610016
-60,-3,110,1567.620032
-46,-3,111,1567.630016
-79,-4,113,1567.640032
-59,-4,109,1567.650016
-97,-6,106,1567.660032
-70,-4,116,1567.670016
-114,-8,112,1567.680032
-81,-4,110,1567.690016
-85,-4,108,1567.700032
-137,-6,112,1567.710016
-97,-5,110,1567.720032
-155,-7,116,1567.730016
-109,-4,117,1567.740032
-171,-7,111,1567.750016
-120,-7,109,1567.760032
-190,-10,121,1567.770016
-131,-6,114,1567.780032
-203,-10,114,1567.790016
-141,-7,116,1567.800032
-220,-16,117,1567.810016
-153,-10,122,1567.820032
-237,-14,109,1567.830016
-163,-12,115,1567.840032
-256,-17,115,1567.850016
-176,-9,112,1567.860032
-275,-13,101,1567.870016
-189,-9,115,1567.880032
-194,-12,117,1567.890016
-297,-17,107,1567.900032
-202,-11,107,1567.910016
-307,-17,101,1567.920032
-207,-14,112,1567.930016
-313,-19,108,1567.940032
-210,-10,108,1567.950016
-317,-17,113,1567.960032
-212,-12,114,1567.970016
-322,-22,114,1567.980032
-212,-12,116,1567.990016
-312,-20,119,1568.000032
-202,-11,105,1568.010016
-303,-13,113,1568.020032
-203,-7,108,1568.030016
-300,-9,117,1568.040032
-199,-7,111,1568.050016
-303,-11,106,1568.060032
-206,-11,110,1568.070016
-304,-24,110,1568.080032
-202,-17,112,1568.090016
-203,-19,114,1568.100032
-304,-27,120,1568.110016
-200,-18,115,1568.120032
-302,-29,108,1568.130016
-202,-16,108,1568.140032
-310,-20,112,1568.150016
-205,-13,107,1568.160032
-308,-19,110,1568.170016
-208,-10,108,1568.180032
-314,-15,106,1568.190016
-211,-12,112,1568.200032
-315,-23,110,1568.210016
-211,-20,113,1568.220032
-317,-27,119,1568.230016
-208,-22,109,1568.240032
-311,-35,109,1568.250016
-206,-20,122,1568.260032
-203,-15,128,1568.270016
-307,-17,113,1568.280032
-206,-10,110,1568.290016
-308,-15,114,1568.300032
-209,-9,111,1568.310016
-315,-13,108,1568.320032
-212,-7,117,1568.330016
-321,-8,121,1568.340032
-212,-5,111,1568.350016
-319,-8,108,1568.360032
-212,-4,101,1568.370016
-317,-7,114,1568.380032
-210,-5,122,1568.390016
-312,-9,108,1568.400032
-207,-8,107,1568.410016
-310,-10,110,1568.420032
-208,-6,109,1568.430016
-315,-7,114,1568.440032
-211,-5,109,1568.450016
-209,-7,105,1568.460032
-316,-11,113,1568.470016
-210,-6,113,1568.480032
-309,-7,113,1568.490016
-202,-4,112,1568.500032
-298,-8,119,1568.510016
-199,-12,111,1568.520032
-300,-14,112,1568.530016
-199,-10,105,1568.540032
-299,-16,112,1568.550016
-203,-11,116,1568.560032
-302,-20,112,1568.570016
-201,-16,119,1568.580032
-293,-24,117,1568.590016
-170,-16,116,1568.600032
-209,-23,117,1568.610016
-109,-14,107,1568.620032
-124,-23,111,1568.630016
-56,-16,118,1568.640032
-35,-12,114,1568.650016
-22,-16,109,1568.660032
-15,-9,122,1568.670016
-21,-21,108,1568.680032
-15,-17,108,1568.690016
-18,-14,106,1568.700032
-6,-7,104,1568.710016
-1,-2,117,1568.720032
3,-7,114,1568.730016
9,-3,110,1568.740032
12,6,111,1568.750016
24,9,111,1568.760032
11,0,115,1568.770016
11,1,104,1568.780032
4,1,109,1568.790016
13,-1,110,1568.800032
6,-7,104,1568.810016
2,-11,112,1568.820032
-1,-9,107,1568.830016
-5,-6,110,1568.840032
-10,-13,106,1568.850016
-10,-7,115,1568.860032
-33,-2,113,1568.870016
-26,-7,109,1568.880032
-32,-7,104,1568.890016
-11,-1,97,1568.900032
-19,-4,110,1568.910016
-15,0,116,1568.920032
-24,-11,114,1568.930016
-14,-1,110,1568.940032
-22,16,109,1568.950016
-21,11,115,1568.960032
-29,15,106,1568.970016
-13,9,116,1568.980032
-20,24,112,1568.990016
-8,17,116,1569.000032
-6,7,108,1569.010016
-10,6,115,1569.020032
-3,5,115,1569.030016
-6,4,115,1569.040032
-1,1,110,1569.050016
9,-8,114,1569.060032
13,-5,119,1569.070016
27,-8,113,1569.080032
15,-10,113,1569.090016
17,-16,107,1569.100032
7,-10,120,1569.110016
-2,-11,112,1569.120032
-15,0,113,1569.130016
-35,0,107,1569.140032
-22,2,110,1569.150016
-25,5,104,1569.160032
-14,3,105,1569.170016
-17,3,118,1569.180032
-7,3,114,1569.190016
-8,8,108,1569.200032
-16,12,113,1569.210016
-15,9,107,1569.220032
-19,6,117,1569.230016
-9,4,112,1569.240032
-18,7,108,1569.250016
-13,4,108,1569.260032
-26,5,106,1569.270016
-15,10,111,1569.280032
-26,12,107,1569.290016
-20,13,113,1569.300032
-38,24,118,1569.310016
-25,16,115,1569.320032
-28,26,110,1569.330016
-13,9,111,1569.340032
-16,12,115,1569.350016
-5,8,121,1569.360032
-1,6,107,1569.370016
4,1,85,1569.380032
1,-3,61,1569.390016
-12,-6,105,1569.400032
-15,0,115,1569.410016
-21,6,109,1569.420032
-19,2,112,1569.430016
-30,-2,116,1569.440032
-16,-6,118,1569.450016
-18,-7,111,1569.460032
-3,-8,110,1569.470016
-1,-17,108,1569.480032
-4,-10,110,1569.490016
5,-7,113,1569.500032
11,-8,119,1569.510016
21,-13,111,1569.520032
20,-9,118,1569.530016
25,-3,114,1569.540032
13,0,113,1569.550016
12,-2,111,1569.560032
11,-7,112,1569.570016
3,-1,111,1569.580032
1,-3,119,1569.590016
0,-8,113,1569.600032
-1,-21,114,1569.610016
2,-13,112,1569.620032
0,-13,119,1569.630016
2,-9,111,1569.640032
6,-11,96,1569.650016
4,-5,108,1569.660032
13,-9,106,1569.670016
12,-4,105,1569.680032
27,1,108,1569.690016
14,0,107,1569.700032
21,-1,113,1569.710016
19,-7,104,1569.720032
30,-6,113,1569.730016
13,-5,115,1569.740032
1,-9,108,1569.750016
-13,-18,114,1569.760032
-21,-10,103,1569.770016
-54,-10,113,1569.780032
-52,-4,101,1569.790016
-93,-6,110,1569.800032
-65,-4,105,1569.810016
-94,-6,106,1569.820032
-57,-4,93,1569.830016
-76,-3,104,1569.840032
-44,-2,116,1569.850016
-58,-4,109,1569.860032
-33,-2,111,1569.870016
-42,-2,105,1569.880032
-23,-1,104,1569.890016
-27,-2,110,1569.900032
-14,-1,107,1569.910016
-16,0,102,1569.920032
-9,-1,106,1569.930016
-6,0,102,1569.940032
-7,0,102,1569.950016
-3,0,104,1569.960032
-3,0,101,1569.970016
-1,0,104,1569.980032
-1,0,100,1569.990016
0,0,103,1570.000032
-1,0,99,1570.010016
0,0,107,1570.020032
0,0,102,1570.030016
0,0,101,1570.040032
0,0,109,1570.050016
0,0,103,1570.060032
0,0,109,1570.070016
0,0,102,1570.080032
0,0,103,1570.090016
0,0,105,1570.100032
0,0,110,1570.110016
0,-1,102,1570.120032
0,0,105,1570.130016
0,0,107,1570.140032
0,0,100,1570.150016
0,0,105,1570.160032
0,0,106,1570.170016
0,0,107,1570.180032
0,0,106,1570.190016
0,0,99,1570.200032
0,0,102,1570.210016
0,0,105,1570.220032
0,0,102,1570.230016
0,0,104,1570.240032
0,0,99,1570.250016
0,0,106,1570.260032
0,0,100,1570.270016
0,0,102,1570.280032
0,0,96,1570.290016
0,0,104,1570.300032
0,0,105,1570.310016
0,0,103,1570.320032
0,0,104,1570.330016
0,0,98,1570.340032
0,0,107,1570.350016
0,0,102,1570.360032
0,0,102,1570.370016
0,0,104,1570.380032
0,0,108,1570.390016
0,0,99,1570.400032
0,0,105,1570.410016
0,0,102,1570.420032
0,0,100,1570.430016
0,0,101,1570.440032
0,0,106,1570.450016
0,0,105,1570.460032
0,0,103,1570.470016
0,0,100,1570.480032
0,0,105,1570.490016
0,0,105,1570.500032
0,0,106,1570.510016
0,0,109,1570.520032
0,0,109,1570.530016
0,0,103,1570.540032
0,0,104,1570.550016
0,0,107,1570.560032
0,0,105,1570.570016
0,0,102,1570.580032
0,0,101,1570.590016
0,0,98,1570.600032
0,0,105,1570.610016
0,0,101,1570.620032
0,0,108,1570.630016
0,0,98,1570.640032
0,0,107,1570.650016
0,0,97,1570.660032
0,0,104,1570.670016
0,0,102,1570.680032
0,0,104,1570.690016
0,0,105,1570.700032
0,0,106,1570.710016
0,0,107,1570.720032
0,0,105,1570.730016
0,0,102,1570.740032
0,0,98,1570.750016
0,0,103,1570.760032
0,0,104,1570.770016
0,0,100,1570.780032
0,0,106,1570.790016
0,0,103,1570.800032
0,0,106,1570.810016
0,0,107,1570.820032
0,0,106,1570.830016
0,0,106,1570.840032
0,0,105,1570.850016
0,0,105,1570.860032
0,0,105,1570.870016
0,0,99,1570.880032
0,0,102,1570.890016
0,0,103,1570.900032
0,0,103,1570.910016
0,0,100,1570.920032
0,0,105,1570.930016
0,0,99,1570.940032
0,0,103,1570.950016
0,0,100,1570.960032
0,0,101,1570.970016
0,0,105,1570.980032
0,0,104,1570.990016
0,0,105,1571.000032
0,0,110,1571.010016
-2,0,102,1571.020032
-2,0,101,1571.030016
-3,0,102,1571.040032
-10,0,107,1571.050016
-11,-1,106,1571.060032
-22,-1,105,1571.070016
-20,-1,105,1571.080032
-39,-2,108,1571.090016
-32,-2,103,1571.100032
-56,-4,109,1571.110016
-43,-3,101,1571.120032
-74,-6,109,1571.130016
-54,-4,104,1571.140032
-91,-6,102,1571.150016
-67,-3,102,1571.160032
-109,-5,106,1571.170016
-79,-2,99,1571.180032
-128,-4,112,1571.190016
-91,-4,110,1571.200032
-146,-6,109,1571.210016
-101,-5,102,1571.220032
