Item1.Item1.X,Item1.Item1.Y,Item1.Item1.Brightness,Item1.Item2,Item2
0,0,88,2739.960032,4318.796
0,0,88,2739.970016,4318.805984
0,0,86,2739.980032,4318.816
0,0,88,2739.990016,4318.825984
0,0,89,2740.000032,4318.836
0,0,91,2740.010016,4318.845984
0,0,88,2740.020032,4318.856
0,0,90,2740.030016,4318.865984
0,0,89,2740.040032,4318.876
0,0,86,2740.050016,4318.885984
0,0,94,2740.060032,4318.896
0,0,91,2740.070016,4318.905984
-1,0,93,2740.080032,4318.916
-1,0,88,2740.090016,4318.925984
-1,1,91,2740.100032,4318.936
-2,0,90,2740.110016,4318.945984
-2,0,89,2740.120032,4318.956
-4,0,89,2740.130016,4318.965984
-3,0,88,2740.140032,4318.976
-6,0,85,2740.150016,4318.985984
-4,0,90,2740.160032,4318.996
-7,0,86,2740.170016,4319.005984
-6,0,81,2740.180032,4319.016
-8,0,84,2740.190016,4319.025984
-7,-1,90,2740.200032,4319.036
-10,-1,86,2740.210016,4319.045984
-7,-1,88,2740.220032,4319.056
-12,-1,92,2740.230016,4319.065984
-8,-2,91,2740.240032,4319.076
-13,-1,80,2740.250016,4319.085984
-9,-2,87,2740.260032,4319.096
-13,-2,86,2740.270016,4319.105984
-9,-1,85,2740.280032,4319.116
-9,-1,87,2740.290016,4319.125984
-14,-1,88,2740.300032,4319.136
-9,-1,93,2740.310016,4319.145984
-14,-1,90,2740.320032,4319.156
-9,-1,86,2740.330016,4319.165984
-13,0,88,2740.340032,4319.176
-8,-1,85,2740.350016,4319.185984
-12,-1,92,2740.360032,4319.196
-9,-1,86,2740.370016,4319.205984
-11,-1,88,2740.380032,4319.216
-8,0,94,2740.390016,4319.225984
-12,-1,92,2740.400032,4319.236
-8,-1,92,2740.410016,4319.245984
-12,-1,90,2740.420032,4319.256
-8,-1,87,2740.430016,4319.265984
-11,-2,92,2740.440032,4319.276
-8,-2,99,2740.450016,4319.285984
-11,-3,91,2740.460032,4319.296
-8,-2,89,2740.470016,4319.305984
-12,-2,92,2740.480032,4319.316
-7,-1,90,2740.490016,4319.325984
-8,-1,88,2740.500032,4319.336
-12,0,90,2740.510016,4319.345984
-7,0,82,2740.520032,4319.356
-12,0,85,2740.530016,4319.365984
-7,0,86,2740.540032,4319.376
-12,0,85,2740.550016,4319.385984
-8,0,87,2740.560032,4319.396
-11,-1,92,2740.570016,4319.405984
-8,-1,93,2740.580032,4319.416
-11,-1,86,2740.590016,4319.425984
-8,-1,92,2740.600032,4319.436
-12,-2,88,2740.610016,4319.445984
-9,-1,91,2740.620032,4319.456
-12,-2,95,2740.630016,4319.465984
-9,-1,93,2740.640032,4319.476
-13,-2,88,2740.650016,4319.485984
-8,0,90,2740.660032,4319.496
-13,-1,91,2740.670016,4319.505984
-9,-1,82,2740.680032,4319.516
-14,0,85,2740.690016,4319.525984
-9,0,89,2740.700032,4319.536
-9,-1,85,2740.710016,4319.545984
-13,0,90,2740.720032,4319.556
-10,-1,80,2740.730016,4319.565984
-13,-1,86,2740.740032,4319.576
-9,-2,93,2740.750016,4319.585984
-13,-2,88,2740.760032,4319.596
-9,-1,85,2740.770016,4319.605984
-13,-2,89,2740.780032,4319.616
-8,-1,87,2740.790016,4319.625984
-13,-2,95,2740.800032,4319.636
-8,-1,87,2740.810016,4319.645984
-13,0,93,2740.820032,4319.656
-8,-1,96,2740.830016,4319.665984
-13,0,87,2740.840032,4319.676
-8,0,88,2740.850016,4319.685984
-13,0,79,2740.860032,4319.696
-9,0,82,2740.870016,4319.705984
-13,0,82,2740.880032,4319.716
-9,0,84,2740.890016,4319.725984
-9,0,88,2740.900032,4319.736
-13,0,83,2740.910016,4319.745984
-10,0,87,2740.920032,4319.756
-13,0,84,2740.930016,4319.765984
-9,0,87,2740.940032,4319.776
-14,0,90,2740.950016,4319.785984
-9,0,83,2740.960032,4319.796
-13,0,87,2740.970016,4319.805984
-9,-2,88,2740.980032,4319.816
-13,-1,89,2740.990016,4319.825984
-9,-1,89,2741.000032,4319.836
-13,-1,85,2741.010016,4319.845984
-9,-1,84,2741.020032,4319.856
-13,-1,91,2741.030016,4319.865984
-9,-1,86,2741.040032,4319.876
-13,0,83,2741.050016,4319.885984
-9,-1,85,2741.060032,4319.896
-14,-1,92,2741.070016,4319.905984
-8,-1,91,2741.080032,4319.916
-14,-1,85,2741.090016,4319.925984
-9,-1,85,2741.100032,4319.936
-9,-1,93,2741.110016,4319.945984
-13,-2,84,2741.120032,4319.956
-10,-1,88,2741.130016,4319.965984
-13,-1,92,2741.140032,4319.976
-9,-2,96,2741.150016,4319.985984
-13,-1,87,2741.160032,4319.996
-9,-2,89,2741.170016,4320.005984
-13,-2,88,2741.180032,4320.016
-8,-2,86,2741.190016,4320.025984
-13,-2,88,2741.200032,4320.036
-8,-1,88,2741.210016,4320.045984
-13,-1,83,2741.220032,4320.056
-8,-1,88,2741.230016,4320.065984
-11,0,87,2741.240032,4320.076
-9,1,89,2741.250016,4320.085984
-12,2,90,2741.260032,4320.096
-7,0,92,2741.270016,4320.105984
-12,0,93,2741.280032,4320.116
-9,0,88,2741.290016,4320.125984
-8,-1,92,2741.300032,4320.136
-13,-2,90,2741.310016,4320.145984
-8,-1,90,2741.320032,4320.156
-11,-2,91,2741.330016,4320.165984
-9,-1,91,2741.340032,4320.176
-12,-2,82,2741.350016,4320.185984
-8,-1,84,2741.360032,4320.196
-12,-1,90,2741.370016,4320.205984
-8,-1,91,2741.380032,4320.216
-12,-1,93,2741.390016,4320.225984
-8,-1,91,2741.400032,4320.236
-12,-2,89,2741.410016,4320.245984
-8,-2,90,2741.420032,4320.256
-12,-2,93,2741.430016,4320.265984
-8,-1,95,2741.440032,4320.276
-13,-2,96,2741.450016,4320.285984
-8,-1,91,2741.460032,4320.296
-8,-1,98,2741.470016,4320.305984
-13,-1,100,2741.480032,4320.316
-9,0,98,2741.490016,4320.325984
-13,-1,101,2741.500032,4320.336
-8,0,92,2741.510016,4320.345984
-13,0,94,2741.520032,4320.356
-8,0,90,2741.530016,4320.365984
-13,0,88,2741.540032,4320.376
-8,0,88,2741.550016,4320.385984
-12,1,86,2741.560032,4320.396
-8,0,83,2741.570016,4320.405984
-13,0,85,2741.580032,4320.416
-8,-1,87,2741.590016,4320.425984
-14,-1,86,2741.600032,4320.436
-9,0,87,2741.610016,4320.445984
-14,-2,89,2741.620032,4320.456
-9,0,87,2741.630016,4320.465984
-14,-1,87,2741.640032,4320.476
-9,0,84,2741.650016,4320.485984
-13,-1,91,2741.660032,4320.496
-9,0,90,2741.670016,4320.505984
-14,-1,88,2741.680032,4320.516
-9,-1,80,2741.690016,4320.525984
-9,-1,90,2741.700032,4320.536
-14,-1,88,2741.710016,4320.545984
-10,0,89,2741.720032,4320.556
-15,-1,86,2741.730016,4320.565984
-9,-1,85,2741.740032,4320.576
-15,-2,84,2741.750016,4320.585984
-10,0,85,2741.760032,4320.596
-14,-2,81,2741.770016,4320.605984
-9,-1,85,2741.780032,4320.616
-14,-2,91,2741.790016,4320.625984
-10,-1,88,2741.800032,4320.636
-14,-1,86,2741.810016,4320.645984
-9,-1,84,2741.820032,4320.656
-14,-1,93,2741.830016,4320.665984
-10,-1,89,2741.840032,4320.676
-15,-1,88,2741.850016,4320.685984
-9,-1,85,2741.860032,4320.696
-14,-1,86,2741.870016,4320.705984
-9,-1,87,2741.880032,4320.716
-14,0,86,2741.890016,4320.725984
-10,-1,90,2741.900032,4320.736
-9,0,95,2741.910016,4320.745984
-15,-1,82,2741.920032,4320.756
-9,-1,94,2741.930016,4320.765984
-15,0,91,2741.940032,4320.776
-11,-1,89,2741.950016,4320.785984
-14,-1,84,2741.960032,4320.796
-9,-1,86,2741.970016,4320.805984
-14,-2,90,2741.980032,4320.816
-9,-1,83,2741.990016,4320.825984
-14,-1,83,2742.000032,4320.836
-8,-1,93,2742.010016,4320.845984
-13,-2,85,2742.020032,4320.856
-9,0,88,2742.030016,4320.865984
-13,-1,88,2742.040032,4320.876
-9,0,86,2742.050016,4320.885984
-13,0,82,2742.060032,4320.896
-10,0,80,2742.070016,4320.905984
-14,0,89,2742.080032,4320.916
-9,0,88,2742.090016,4320.925984
-10,0,89,2742.100032,4320.936
-15,-1,80,2742.110016,4320.945984
-9,-1,88,2742.120032,4320.956
-15,-2,92,2742.130016,4320.965984
-10,-1,87,2742.140032,4320.976
-15,-2,88,2742.150016,4320.985984
-10,-2,90,2742.160032,4320.996
-14,-1,85,2742.170016,4321.005984
-10,-1,86,2742.180032,4321.016
-14,-1,90,2742.190016,4321.025984
-10,0,97,2742.200032,4321.036
-14,0,84,2742.210016,4321.045984
-10,0,92,2742.220032,4321.056
-14,0,87,2742.230016,4321.065984
-9,0,92,2742.240032,4321.076
-15,0,82,2742.250016,4321.085984
-9,0,90,2742.260032,4321.096
-15,0,84,2742.270016,4321.105984
-10,-1,87,2742.280032,4321.116
-14,0,90,2742.290016,4321.125984
-9,-1,92,2742.300032,4321.136
-10,0,87,2742.310016,4321.145984
-13,0,88,2742.320032,4321.156
-9,0,87,2742.330016,4321.165984
-13,-1,88,2742.340032,4321.176
-8,0,89,2742.350016,4321.185984
-14,0,89,2742.360032,4321.196
-9,0,91,2742.370016,4321.205984
-13,0,95,2742.380032,4321.216
-9,0,93,2742.390016,4321.225984
-13,-1,89,2742.400032,4321.236
-8,0,96,2742.410016,4321.245984
-13,0,92,2742.420032,4321.256
-8,-1,93,2742.430016,4321.265984
-13,0,90,2742.440032,4321.276
-9,-1,95,2742.450016,4321.285984
-14,-1,92,2742.460032,4321.296
-9,0,96,2742.470016,4321.305984
-13,-2,96,2742.480032,4321.316
-9,0,92,2742.490016,4321.325984
-9,-1,85,2742.500032,4321.336
-14,-2,89,2742.510016,4321.345984
-9,-1,91,2742.520032,4321.356
-13,-2,88,2742.530016,4321.365984
-8,-2,91,2742.540032,4321.376
-13,-2,88,2742.550016,4321.385984
-8,-1,92,2742.560032,4321.396
-13,-2,93,2742.570016,4321.405984
-8,-1,92,2742.580032,4321.416
-13,-1,94,2742.590016,4321.425984
-9,-1,95,2742.600032,4321.436
-13,-1,91,2742.610016,4321.445984
-8,0,99,2742.620032,4321.456
-13,-1,96,2742.630016,4321.465984
-8,0,92,2742.640032,4321.476
-13,0,100,2742.650016,4321.485984
-8,0,98,2742.660032,4321.496
-8,0,92,2742.670016,4321.505984
-12,0,103,2742.680032,4321.516
-8,0,85,2742.690016,4321.525984
-12,1,87,2742.700032,4321.536
-8,0,83,2742.710016,4321.545984
-11,0,80,2742.720032,4321.556
-8,0,91,2742.730016,4321.565984
-11,-1,100,2742.740032,4321.576
-8,0,101,2742.750016,4321.585984
-12,0,99,2742.760032,4321.596
-8,0,94,2742.770016,4321.605984
-13,-1,90,2742.780032,4321.616
-9,0,85,2742.790016,4321.625984
-13,0,92,2742.800032,4321.636
-9,-1,93,2742.810016,4321.645984
-14,-1,95,2742.820032,4321.656
-10,-1,91,2742.830016,4321.665984
-13,-1,95,2742.840032,4321.676
-9,-1,90,2742.850016,4321.685984
-14,-1,93,2742.860032,4321.696
-8,-1,83,2742.870016,4321.705984
-13,-1,94,2742.880032,4321.716
-9,0,91,2742.890016,4321.725984
-12,-1,91,2742.900032,4321.736
-9,-1,91,2742.910016,4321.745984
-9,-1,89,2742.920032,4321.756
-12,-2,90,2742.930016,4321.765984
-9,-1,93,2742.940032,4321.776
-13,-2,92,2742.950016,4321.785984
-9,-1,89,2742.960032,4321.796
-13,-1,91,2742.970016,4321.805984
-8,-1,89,2742.980032,4321.816
-13,-1,97,2742.990016,4321.825984
-9,-1,95,2743.000032,4321.836
-13,-2,98,2743.010016,4321.845984
-9,0,96,2743.020032,4321.856
-14,-1,93,2743.030016,4321.865984
-8,-1,89,2743.040032,4321.876
-14,0,90,2743.050016,4321.885984
-9,0,105,2743.060032,4321.896
-13,0,104,2743.070016,4321.905984
-9,0,99,2743.080032,4321.916
-13,1,104,2743.090016,4321.925984
-9,0,102,2743.100032,4321.936
-9,0,98,2743.110016,4321.945984
-13,0,100,2743.120032,4321.956
-8,0,101,2743.130016,4321.965984
-13,0,105,2743.140032,4321.976
-9,0,102,2743.150016,4321.985984
-13,0,99,2743.160032,4321.996
-8,0,104,2743.170016,4322.005984
-13,1,97,2743.180032,4322.016
-9,0,96,2743.190016,4322.025984
-13,0,100,2743.200032,4322.036
-9,0,98,2743.210016,4322.045984
-13,-1,93,2743.220032,4322.056
-9,-1,88,2743.230016,4322.065984
-13,-2,91,2743.240032,4322.076
-8,-2,90,2743.250016,4322.085984
-12,-4,87,2743.260032,4322.096
-8,-2,90,2743.270016,4322.105984
-12,-3,93,2743.280032,4322.116
-8,-2,94,2743.290016,4322.125984
-12,-4,95,2743.300032,4322.136
-7,-2,94,2743.310016,4322.145984
-8,-2,93,2743.320032,4322.156
-13,-2,97,2743.330016,4322.165984
-8,-1,92,2743.340032,4322.176
-13,-1,99,2743.350016,4322.185984
-9,-1,92,2743.360032,4322.196
-14,0,93,2743.370016,4322.205984
-9,0,91,2743.380032,4322.216
-14,0,97,2743.390016,4322.225984
-9,0,97,2743.400032,4322.236
-13,0,88,2743.410016,4322.245984
-9,-1,94,2743.420032,4322.256
-13,-1,93,2743.430016,4322.265984
-9,0,88,2743.440032,4322.276
-12,-2,95,2743.450016,4322.285984
-8,0,93,2743.460032,4322.296
-13,-1,97,2743.470016,4322.305984
-8,-1,98,2743.480032,4322.316
-12,-1,93,2743.490016,4322.325984
-8,0,90,2743.500032,4322.336
-9,0,98,2743.510016,4322.345984
-12,-1,92,2743.520032,4322.356
-8,0,91,2743.530016,4322.365984
-12,-1,93,2743.540032,4322.376
-8,-1,93,2743.550016,4322.385984
-12,-1,93,2743.560032,4322.396
-8,-1,92,2743.570016,4322.405984
-13,-1,95,2743.580032,4322.416
-8,-1,91,2743.590016,4322.425984
-12,-1,94,2743.600032,4322.436
-7,-1,90,2743.610016,4322.445984
-12,0,90,2743.620032,4322.456
-7,0,94,2743.630016,4322.465984
-11,-1,97,2743.640032,4322.476
-8,-1,88,2743.650016,4322.485984
-11,0,92,2743.660032,4322.496
-7,0,91,2743.670016,4322.505984
-11,-1,94,2743.680032,4322.516
-7,0,100,2743.690016,4322.525984
-7,0,94,2743.700032,4322.536
-10,1,97,2743.710016,4322.545984
-7,0,95,2743.720032,4322.556
-11,0,89,2743.730016,4322.565984
-7,0,89,2743.740032,4322.576
-11,0,86,2743.750016,4322.585984
-7,-2,92,2743.760032,4322.596
-12,-2,88,2743.770016,4322.605984
-7,-1,84,2743.780032,4322.616
-12,-2,89,2743.790016,4322.625984
-7,-2,87,2743.800032,4322.636
-12,-2,92,2743.810016,4322.645984
-8,-1,91,2743.820032,4322.656
-13,-1,90,2743.830016,4322.665984
-9,0,91,2743.840032,4322.676
-14,-1,91,2743.850016,4322.685984
-10,0,87,2743.860032,4322.696
-14,-1,92,2743.870016,4322.705984
-10,-1,84,2743.880032,4322.716
-9,-1,91,2743.890016,4322.725984
-14,-1,91,2743.900032,4322.736
-10,-2,95,2743.910016,4322.745984
-14,-2,91,2743.920032,4322.756
-9,-1,94,2743.930016,4322.765984
-13,-3,92,2743.940032,4322.776
-9,-2,94,2743.950016,4322.785984
-13,-2,97,2743.960032,4322.796
-9,-1,98,2743.970016,4322.805984
-13,-2,98,2743.980032,4322.816
-8,-1,101,2743.990016,4322.825984
-13,-1,96,2744.000032,4322.836
-8,-1,98,2744.010016,4322.845984
-13,-1,102,2744.020032,4322.856
-8,0,99,2744.030016,4322.865984
-12,-1,101,2744.040032,4322.876
-8,0,100,2744.050016,4322.885984
-12,0,94,2744.060032,4322.896
-9,0,96,2744.070016,4322.905984
-8,-1,89,2744.080032,4322.916
-13,0,91,2744.090016,4322.925984
-8,-1,98,2744.100032,4322.936
-12,0,92,2744.110016,4322.945984
-9,-1,96,2744.120032,4322.956
-12,0,95,2744.130016,4322.965984
-8,-1,102,2744.140032,4322.976
-12,-2,89,2744.150016,4322.985984
-8,-1,87,2744.160032,4322.996
-14,-2,95,2744.170016,4323.005984
-9,-1,93,2744.180032,4323.016
-14,-2,97,2744.190016,4323.025984
-9,-1,92,2744.200032,4323.036
-14,-3,90,2744.210016,4323.045984
-9,-1,90,2744.220032,4323.056
-14,-3,90,2744.230016,4323.065984
-9,-2,96,2744.240032,4323.076
-13,-3,87,2744.250016,4323.085984
-9,-2,89,2744.260032,4323.096
-13,-3,92,2744.270016,4323.105984
-9,-1,97,2744.280032,4323.116
-9,-1,93,2744.290016,4323.125984
-13,0,94,2744.300032,4323.136
-10,-1,90,2744.310016,4323.145984
-14,-1,87,2744.320032,4323.156
-10,0,89,2744.330016,4323.165984
-15,0,88,2744.340032,4323.176
-10,-1,89,2744.350016,4323.185984
-15,0,92,2744.360032,4323.196
-9,0,90,2744.370016,4323.205984
-15,0,84,2744.380032,4323.216992
-10,0,92,2744.390016,4323.225984
-14,0,88,2744.400032,4323.236
-8,1,97,2744.410016,4323.245984
-14,1,90,2744.420032,4323.256
-9,0,96,2744.430016,4323.265984
-14,0,94,2744.440032,4323.276
-9,0,90,2744.450016,4323.285984
-14,0,94,2744.460032,4323.296
-9,-1,94,2744.470016,4323.305984
-14,-1,95,2744.480032,4323.316
-10,-1,88,2744.490016,4323.325984
-9,-1,97,2744.500032,4323.336
-14,-3,92,2744.510016,4323.345984
-9,-1,92,2744.520032,4323.356
-15,-1,95,2744.530016,4323.365984
-9,-1,97,2744.540032,4323.376
-15,-2,92,2744.550016,4323.385984
-9,0,96,2744.560032,4323.396
-14,-1,93,2744.570016,4323.405984
-10,0,89,2744.580032,4323.416
-14,-2,94,2744.590016,4323.425984
-10,-1,89,2744.600032,4323.436
-14,-2,90,2744.610016,4323.445984
-10,-1,90,2744.620032,4323.456
-15,-2,92,2744.630016,4323.465984
-9,-2,88,2744.640032,4323.476
-14,-2,92,2744.650016,4323.485984
-10,-1,93,2744.660032,4323.496
-14,-2,91,2744.670016,4323.505984
-9,-1,89,2744.680032,4323.516
-10,-1,87,2744.690016,4323.525984
-15,-1,86,2744.700032,4323.536
-9,-1,87,2744.710016,4323.545984
-15,-1,84,2744.720032,4323.556
-9,-1,86,2744.730016,4323.565984
-15,-3,89,2744.740032,4323.576
-10,-1,91,2744.750016,4323.585984
-15,-3,89,2744.760032,4323.596
-10,-1,85,2744.770016,4323.605984
-15,-2,86,2744.780032,4323.616
-10,-1,85,2744.790016,4323.625984
-15,-1,79,2744.800032,4323.636
-9,-1,85,2744.810016,4323.645984
-14,-1,88,2744.820032,4323.656
-9,-1,90,2744.830016,4323.665984
-14,-1,90,2744.840032,4323.676
-9,-1,89,2744.850016,4323.685984
-14,-1,86,2744.860032,4323.696
-9,-2,88,2744.870016,4323.705984
-10,-1,90,2744.880032,4323.716
-14,-2,85,2744.890016,4323.725984
-9,-2,85,2744.900032,4323.736
-13,-3,85,2744.910016,4323.745984
-9,-1,91,2744.920032,4323.756
-13,-2,87,2744.930016,4323.765984
-9,-1,84,2744.940032,4323.776
-12,-1,89,2744.950016,4323.785984
-9,-2,92,2744.960032,4323.796
-13,-3,88,2744.970016,4323.805984
-8,-2,85,2744.980032,4323.816
-13,-4,91,2744.990016,4323.825984
-9,-2,93,2745.000032,4323.836
-13,-3,100,2745.010016,4323.845984
-9,-1,91,2745.020032,4323.856
-14,-1,96,2745.030016,4323.865984
-9,-1,98,2745.040032,4323.876
-13,0,99,2745.050016,4323.885984
-9,-1,98,2745.060032,4323.896
-9,0,98,2745.070016,4323.905984
-13,-1,94,2745.080032,4323.916
-9,0,93,2745.090016,4323.925984
-12,-2,97,2745.100032,4323.936
-8,-1,95,2745.110016,4323.945984
-12,-2,95,2745.120032,4323.956
-9,-1,96,2745.130016,4323.965984
-12,-1,101,2745.140032,4323.976
-7,-1,99,2745.150016,4323.985984
-12,-1,105,2745.160032,4323.996
-8,0,109,2745.170016,4324.005984
-11,-1,102,2745.180032,4324.016
-7,0,105,2745.190016,4324.025984
-10,0,100,2745.200032,4324.036
-7,0,103,2745.210016,4324.045984
-9,0,102,2745.220032,4324.056
-7,0,101,2745.230016,4324.065984
-9,0,98,2745.240032,4324.076
-7,0,96,2745.250016,4324.085984
-7,0,85,2745.260032,4324.096
-10,1,97,2745.270016,4324.105984
-7,0,92,2745.280032,4324.116
-10,1,91,2745.290016,4324.125984
-8,0,93,2745.300032,4324.136
-11,0,89,2745.310016,4324.145984
-9,0,89,2745.320032,4324.156
-12,0,86,2745.330016,4324.165984
-9,0,84,2745.340032,4324.176
-13,0,88,2745.350016,4324.185984
-9,-1,87,2745.360032,4324.196
-14,0,94,2745.370016,4324.205984
-9,0,89,2745.380032,4324.216
-13,-1,91,2745.390016,4324.225984
-10,-1,91,2745.400032,4324.236
-13,-1,93,2745.410016,4324.245984
-10,-1,92,2745.420032,4324.256
-14,-2,91,2745.430016,4324.265984
-9,-1,94,2745.440032,4324.276
-13,-1,89,2745.450016,4324.285984
-9,-1,92,2745.460032,4324.296
-9,-1,97,2745.470016,4324.305984
-13,-1,89,2745.480032,4324.316
-9,-1,91,2745.490016,4324.325984
-13,-1,92,2745.500032,4324.336
-9,-1,90,2745.510016,4324.345984
-13,-1,85,2745.520032,4324.356
-9,-1,94,2745.530016,4324.365984
-13,-2,97,2745.540032,4324.376
-9,-1,95,2745.550016,4324.385984
-14,-1,89,2745.560032,4324.396
-9,-1,103,2745.570016,4324.405984
-14,-2,99,2745.580032,4324.416
-10,-1,91,2745.590016,4324.425984
-14,-1,100,2745.600032,4324.436
-9,-2,95,2745.610016,4324.445984
-14,-2,97,2745.620032,4324.456
-9,-1,104,2745.630016,4324.465984
-13,-2,97,2745.640032,4324.476
-10,-1,91,2745.650016,4324.485984
-9,-1,92,2745.660032,4324.496
-13,-2,92,2745.670016,4324.505984
-9,-1,94,2745.680032,4324.516
-14,-1,93,2745.690016,4324.525984
-9,-1,96,2745.700032,4324.536
-14,-2,99,2745.710016,4324.545984
-9,-1,97,2745.720032,4324.556
-13,-2,101,2745.730016,4324.565984
-9,-1,106,2745.740032,4324.576
-13,-2,101,2745.750016,4324.585984
-8,-2,99,2745.760032,4324.596
-13,-3,97,2745.770016,4324.605984
-8,-2,106,2745.780032,4324.616
-12,-4,98,2745.790016,4324.625984
-8,-2,103,2745.800032,4324.636
-12,-3,100,2745.810016,4324.645984
-9,-2,104,2745.820032,4324.656
-8,-1,107,2745.830016,4324.665984
-13,-1,104,2745.840032,4324.676
-8,-1,107,2745.850016,4324.685984
-13,-1,103,2745.860032,4324.696
-8,0,107,2745.870016,4324.705984
-13,0,103,2745.880032,4324.716
-9,0,107,2745.890016,4324.725984
-13,-1,99,2745.900032,4324.736
-8,0,102,2745.910016,4324.745984
-13,-1,103,2745.920032,4324.756
-8,0,94,2745.930016,4324.765984
-12,0,93,2745.940032,4324.776
-9,-1,95,2745.950016,4324.785984
-12,-1,96,2745.960032,4324.796
-8,0,95,2745.970016,4324.805984
-12,0,89,2745.980032,4324.816
-8,-1,96,2745.990016,4324.825984
-14,0,97,2746.000032,4324.836
-8,0,101,2746.010016,4324.845984
-13,0,93,2746.020032,4324.856
-9,0,92,2746.030016,4324.865984
-9,0,91,2746.040032,4324.876
-13,0,94,2746.050016,4324.885984
-9,0,95,2746.060032,4324.896
-13,0,95,2746.070016,4324.905984
-9,0,91,2746.080032,4324.916
-12,-1,93,2746.090016,4324.925984
-9,0,96,2746.100032,4324.936
-12,-2,90,2746.110016,4324.945984
-9,-1,90,2746.120032,4324.956
-13,-2,94,2746.130016,4324.965984
-9,-1,97,2746.140032,4324.976
-13,-1,97,2746.150016,4324.985984
-9,-1,96,2746.160032,4324.996
-13,-1,91,2746.170016,4325.005984
-9,-1,93,2746.180032,4325.016
-13,-2,92,2746.190016,4325.025984
-9,-1,94,2746.200032,4325.036
-10,-1,92,2746.210016,4325.045984
-13,-1,91,2746.220032,4325.056
-10,-1,96,2746.230016,4325.065984
-14,0,91,2746.240032,4325.076
-9,0,89,2746.250016,4325.085984
-13,0,84,2746.260032,4325.096
-9,-1,92,2746.270016,4325.105984
-14,-1,83,2746.280032,4325.116
-8,-1,91,2746.290016,4325.125984
-13,-1,90,2746.300032,4325.136
-9,-1,94,2746.310016,4325.145984
-13,-2,97,2746.320032,4325.156
-9,-1,100,2746.330016,4325.165984
-13,-1,99,2746.340032,4325.176
-9,-1,91,2746.350016,4325.185984
-14,-2,91,2746.360032,4325.196
-9,-1,93,2746.370016,4325.205984
-14,-1,93,2746.380032,4325.216
-10,-1,89,2746.390016,4325.225984
-9,-1,90,2746.400032,4325.236
-14,-1,97,2746.410016,4325.245984
-10,0,101,2746.420032,4325.256
-14,-2,99,2746.430016,4325.265984
-10,0,97,2746.440032,4325.276
-13,-1,94,2746.450016,4325.285984
-9,-2,101,2746.460032,4325.296
-12,-1,107,2746.470016,4325.305984
-9,-1,98,2746.480032,4325.316
-13,-1,103,2746.490016,4325.325984
-8,-1,109,2746.500032,4325.336
-12,-1,106,2746.510016,4325.345984
-8,-1,110,2746.520032,4325.356
-12,-2,114,2746.530016,4325.365984
-8,-2,111,2746.540032,4325.376
-12,-1,117,2746.550016,4325.385984
-8,-2,113,2746.560032,4325.396
-11,-1,117,2746.570016,4325.405984
-8,-1,116,2746.580032,4325.416
-8,0,113,2746.590016,4325.425984
-11,-1,110,2746.600032,4325.436
-8,0,108,2746.610016,4325.445984
-12,0,108,2746.620032,4325.456
-8,0,103,2746.630016,4325.465984
-12,0,101,2746.640032,4325.476
-9,0,105,2746.650016,4325.485984
-12,0,97,2746.660032,4325.496
-8,-1,101,2746.670016,4325.505984
-13,-1,95,2746.680032,4325.516
-7,0,94,2746.690016,4325.525984
-12,-1,94,2746.700032,4325.536
-9,-1,91,2746.710016,4325.545984
-12,-1,97,2746.720032,4325.556
-9,0,94,2746.730016,4325.565984
-13,-1,96,2746.740032,4325.576
-9,0,96,2746.750016,4325.585984
-13,-1,93,2746.760032,4325.596
-9,-1,97,2746.770016,4325.605984
-14,-1,94,2746.780032,4325.616
-9,0,95,2746.790016,4325.625984
-9,0,95,2746.800032,4325.636
-15,0,90,2746.810016,4325.645984
-9,0,91,2746.820032,4325.656
-16,-1,90,2746.830016,4325.665984
-10,0,92,2746.840032,4325.676
-15,0,93,2746.850016,4325.685984
-11,-1,90,2746.860032,4325.696
-15,-1,93,2746.870016,4325.705984
-10,-1,97,2746.880032,4325.716
-16,-1,96,2746.890016,4325.725984
-10,0,96,2746.900032,4325.736
-15,-1,94,2746.910016,4325.745984
-10,-1,97,2746.920032,4325.756
-16,0,104,2746.930016,4325.765984
-9,-1,97,2746.940032,4325.776
-15,0,100,2746.950016,4325.785984
-10,-1,95,2746.960032,4325.796
-14,-1,95,2746.970016,4325.805984
-10,-1,97,2746.980032,4325.816
-9,-1,92,2746.990016,4325.825984
-14,-2,96,2747.000032,4325.836
-10,-1,87,2747.010016,4325.845984
-14,-1,90,2747.020032,4325.856
-10,-1,91,2747.030016,4325.865984
-14,-2,94,2747.040032,4325.876
-9,0,96,2747.050016,4325.885984
-14,-2,93,2747.060032,4325.896
-10,0,93,2747.070016,4325.905984
-14,-1,98,2747.080032,4325.916
-9,0,92,2747.090016,4325.925984
-14,0,99,2747.100032,4325.936
-9,-1,95,2747.110016,4325.945984
-14,-1,99,2747.120032,4325.956
-9,0,97,2747.130016,4325.965984
-14,-1,97,2747.140032,4325.976
-9,-1,93,2747.150016,4325.985984
-14,-1,90,2747.160032,4325.996
-10,0,98,2747.170016,4326.005984
-9,-1,98,2747.180032,4326.016
-15,0,94,2747.190016,4326.025984
-9,-1,100,2747.200032,4326.036
-14,0,97,2747.210016,4326.045984
-8,-1,98,2747.220032,4326.056
-13,-1,93,2747.230016,4326.065984
-9,-1,98,2747.240032,4326.076
