Item1.Item1.X,Item1.Item1.Y,Item1.Item1.Brightness,Item1.Item2,Item2
0,0,105,2687.120032,4265.956
0,0,106,2687.130016,4265.965984
0,0,105,2687.140032,4265.976
0,0,103,2687.150016,4265.985984
0,0,101,2687.160032,4265.996
0,0,103,2687.170016,4266.005984
0,0,108,2687.180032,4266.016
0,0,103,2687.190016,4266.025984
0,0,105,2687.200032,4266.036
0,0,107,2687.210016,4266.045984
0,0,105,2687.220032,4266.056
0,0,101,2687.230016,4266.065984
0,0,105,2687.240032,4266.076
0,0,101,2687.250016,4266.085984
0,0,100,2687.260032,4266.096
0,0,103,2687.270016,4266.105984
0,0,103,2687.280032,4266.116
0,0,107,2687.290016,4266.125984
0,0,110,2687.300032,4266.136
0,0,100,2687.310016,4266.145984
0,0,105,2687.320032,4266.156
0,0,104,2687.330016,4266.165984
0,0,104,2687.340032,4266.176
0,0,105,2687.350016,4266.185984
0,0,101,2687.360032,4266.196
0,0,104,2687.370016,4266.205984
0,0,102,2687.380032,4266.216
0,0,102,2687.390016,4266.225984
0,0,102,2687.400032,4266.236
0,0,105,2687.410016,4266.245984
0,0,107,2687.420032,4266.256
0,0,105,2687.430016,4266.265984
0,0,102,2687.440032,4266.276
0,0,108,2687.450016,4266.285984
0,0,106,2687.460032,4266.296
0,0,107,2687.470016,4266.305984
0,0,102,2687.480032,4266.316
0,0,103,2687.490016,4266.325984
0,0,109,2687.500032,4266.336
0,0,101,2687.510016,4266.345984
0,0,102,2687.520032,4266.356
0,0,105,2687.530016,4266.365984
0,0,107,2687.540032,4266.376
0,0,103,2687.550016,4266.385984
0,0,101,2687.560032,4266.396
0,0,103,2687.570016,4266.405984
0,0,109,2687.580032,4266.416
0,0,108,2687.590016,4266.425984
0,0,101,2687.600032,4266.436
0,0,109,2687.610016,4266.445984
0,0,103,2687.620032,4266.456
0,0,104,2687.630016,4266.465984
0,0,107,2687.640032,4266.476
0,0,105,2687.650016,4266.485984
0,0,106,2687.660032,4266.496
0,0,110,2687.670016,4266.505984
0,0,104,2687.680032,4266.516
0,0,102,2687.690016,4266.525984
0,0,106,2687.700032,4266.536
0,0,105,2687.710016,4266.545984
0,0,106,2687.720032,4266.556
0,0,105,2687.730016,4266.565984
0,0,106,2687.740032,4266.576
0,0,104,2687.750016,4266.585984
0,0,107,2687.760032,4266.596
0,0,104,2687.770016,4266.605984
0,0,103,2687.780032,4266.616
0,0,105,2687.790016,4266.625984
0,0,102,2687.800032,4266.636
0,0,107,2687.810016,4266.645984
0,0,106,2687.820032,4266.656
0,0,105,2687.830016,4266.665984
0,0,109,2687.840032,4266.676
0,0,105,2687.850016,4266.685984
0,0,105,2687.860032,4266.696
0,0,104,2687.870016,4266.706976
0,0,106,2687.880032,4266.716
0,0,100,2687.890016,4266.725984
0,0,103,2687.900032,4266.736
0,0,103,2687.910016,4266.745984
0,0,102,2687.920032,4266.756
0,0,106,2687.930016,4266.765984
0,0,104,2687.940032,4266.776
0,0,106,2687.950016,4266.785984
0,0,107,2687.960032,4266.796
0,0,106,2687.970016,4266.805984
0,0,105,2687.980032,4266.816
0,0,112,2687.990016,4266.825984
0,0,104,2688.000032,4266.836
0,0,108,2688.010016,4266.845984
0,0,101,2688.020032,4266.856
0,0,105,2688.030016,4266.865984
0,0,106,2688.040032,4266.876
0,0,107,2688.050016,4266.885984
0,0,102,2688.060032,4266.896
0,0,103,2688.070016,4266.905984
0,0,101,2688.080032,4266.916
0,0,105,2688.090016,4266.925984
0,0,109,2688.100032,4266.936
0,0,102,2688.110016,4266.945984
0,0,105,2688.120032,4266.956
0,0,102,2688.130016,4266.965984
0,0,102,2688.140032,4266.976
0,0,104,2688.150016,4266.985984
0,0,101,2688.160032,4266.996
0,0,102,2688.170016,4267.005984
0,0,105,2688.180032,4267.016
0,0,106,2688.190016,4267.025984
0,0,106,2688.200032,4267.036
0,0,104,2688.210016,4267.045984
0,0,108,2688.220032,4267.056
0,0,102,2688.230016,4267.065984
0,0,110,2688.240032,4267.076
0,0,98,2688.250016,4267.085984
0,0,102,2688.260032,4267.096
0,0,102,2688.270016,4267.105984
0,0,105,2688.280032,4267.116
0,0,105,2688.290016,4267.125984
0,0,103,2688.300032,4267.136
0,0,105,2688.310016,4267.145984
0,0,110,2688.320032,4267.156
0,0,107,2688.330016,4267.165984
0,0,103,2688.340032,4267.176
0,0,104,2688.350016,4267.185984
0,0,104,2688.360032,4267.196
0,0,103,2688.370016,4267.205984
0,0,103,2688.380032,4267.216
0,0,106,2688.390016,4267.225984
0,0,102,2688.400032,4267.236
0,0,103,2688.410016,4267.245984
0,0,105,2688.420032,4267.256
0,0,107,2688.430016,4267.265984
0,0,104,2688.440032,4267.276
0,0,99,2688.450016,4267.285984
0,0,108,2688.460032,4267.296
0,0,101,2688.470016,4267.305984
0,0,103,2688.480032,4267.316
0,0,106,2688.490016,4267.325984
0,0,102,2688.500032,4267.336
0,0,103,2688.510016,4267.345984
0,0,104,2688.520032,4267.356
0,0,106,2688.530016,4267.365984
0,0,104,2688.540032,4267.376
0,0,106,2688.550016,4267.385984
0,0,106,2688.560032,4267.396
0,0,104,2688.570016,4267.405984
0,0,103,2688.580032,4267.416
0,0,104,2688.590016,4267.425984
0,0,104,2688.600032,4267.436
0,0,103,2688.610016,4267.445984
0,0,102,2688.620032,4267.456
0,0,104,2688.630016,4267.465984
0,0,105,2688.640032,4267.476
0,0,105,2688.650016,4267.485984
0,0,102,2688.660032,4267.496
0,0,105,2688.670016,4267.505984
0,0,103,2688.680032,4267.516
0,0,105,2688.690016,4267.525984
0,0,105,2688.700032,4267.536
0,0,105,2688.710016,4267.545984
0,0,106,2688.720032,4267.556
0,0,107,2688.730016,4267.565984
0,0,107,2688.740032,4267.576
0,0,104,2688.750016,4267.585984
0,0,103,2688.760032,4267.596
0,0,107,2688.770016,4267.605984
0,0,108,2688.780032,4267.616
0,0,106,2688.790016,4267.625984
0,0,107,2688.800032,4267.636
0,0,99,2688.810016,4267.645984
0,0,101,2688.820032,4267.656
0,0,100,2688.830016,4267.665984
0,0,101,2688.840032,4267.676
0,0,101,2688.850016,4267.685984
0,0,109,2688.860032,4267.696
0,0,104,2688.870016,4267.705984
0,0,104,2688.880032,4267.716
0,0,107,2688.890016,4267.725984
0,0,104,2688.900032,4267.736
0,0,103,2688.910016,4267.745984
0,0,105,2688.920032,4267.756
0,0,106,2688.930016,4267.765984
0,0,103,2688.940032,4267.776
0,0,108,2688.950016,4267.785984
0,0,102,2688.960032,4267.796
0,0,105,2688.970016,4267.805984
0,0,103,2688.980032,4267.816
0,0,103,2688.990016,4267.825984
0,0,107,2689.000032,4267.836
0,0,107,2689.010016,4267.845984
0,0,101,2689.020032,4267.856
0,0,99,2689.030016,4267.865984
0,0,102,2689.040032,4267.876
0,0,106,2689.050016,4267.885984
0,0,106,2689.060032,4267.896
0,0,104,2689.070016,4267.905984
0,0,104,2689.080032,4267.916
0,0,105,2689.090016,4267.925984
0,0,107,2689.100032,4267.936
0,0,99,2689.110016,4267.945984
0,0,104,2689.120032,4267.956
0,0,104,2689.130016,4267.965984
0,0,105,2689.140032,4267.976
0,0,105,2689.150016,4267.985984
0,0,104,2689.160032,4267.996
0,0,98,2689.170016,4268.005984
1,0,107,2689.180032,4268.016
2,0,106,2689.190016,4268.025984
3,0,105,2689.200032,4268.036
4,0,99,2689.210016,4268.045984
6,1,102,2689.220032,4268.056
5,0,102,2689.230016,4268.065984
9,2,104,2689.240032,4268.076
6,1,101,2689.250016,4268.085984
11,3,97,2689.260032,4268.096
8,2,100,2689.270016,4268.105984
12,4,92,2689.280032,4268.116
9,2,93,2689.290016,4268.125984
12,3,91,2689.300032,4268.136
9,2,93,2689.310016,4268.145984
12,2,95,2689.320032,4268.156
9,1,92,2689.330016,4268.165984
13,1,100,2689.340032,4268.176
9,1,96,2689.350016,4268.185984
14,2,90,2689.360032,4268.196
9,1,96,2689.370016,4268.205984
9,1,98,2689.380032,4268.216
13,1,98,2689.390016,4268.225984
9,1,99,2689.400032,4268.236
13,2,98,2689.410016,4268.245984
9,1,90,2689.420032,4268.256
14,2,94,2689.430016,4268.265984
9,1,96,2689.440032,4268.276
13,1,95,2689.450016,4268.285984
9,0,89,2689.460032,4268.296
13,1,91,2689.470016,4268.305984
9,1,88,2689.480032,4268.316
13,1,92,2689.490016,4268.325984
9,1,90,2689.500032,4268.336
14,2,94,2689.510016,4268.345984
8,1,91,2689.520032,4268.356
13,1,92,2689.530016,4268.365984
9,0,94,2689.540032,4268.376
13,1,93,2689.550016,4268.385984
9,1,90,2689.560032,4268.396
10,0,90,2689.570016,4268.405984
14,1,94,2689.580032,4268.416
10,1,88,2689.590016,4268.425984
15,2,89,2689.600032,4268.436
9,1,93,2689.610016,4268.445984
15,1,90,2689.620032,4268.456
10,1,83,2689.630016,4268.465984
14,1,84,2689.640032,4268.476
10,0,86,2689.650016,4268.485984
13,0,91,2689.660032,4268.496
9,0,95,2689.670016,4268.505984
14,0,96,2689.680032,4268.516
9,0,96,2689.690016,4268.525984
14,0,91,2689.700032,4268.536
8,0,92,2689.710016,4268.545984
13,0,97,2689.720032,4268.556
8,0,93,2689.730016,4268.565984
7,-1,107,2689.740032,4268.576
11,0,99,2689.750016,4268.585984
7,-1,107,2689.760032,4268.596
11,0,104,2689.770016,4268.605984
7,0,105,2689.780032,4268.616
11,0,106,2689.790016,4268.625984
7,0,106,2689.800032,4268.636
11,0,104,2689.810016,4268.645984
7,0,97,2689.820032,4268.656
10,0,96,2689.830016,4268.665984
7,1,96,2689.840032,4268.676
11,1,93,2689.850016,4268.685984
8,0,101,2689.860032,4268.696
11,0,97,2689.870016,4268.705984
7,1,97,2689.880032,4268.716
11,0,95,2689.890016,4268.725984
8,1,94,2689.900032,4268.736
12,0,97,2689.910016,4268.745984
8,1,96,2689.920032,4268.756
12,0,94,2689.930016,4268.765984
9,0,100,2689.940032,4268.776
9,0,94,2689.950016,4268.785984
14,0,94,2689.960032,4268.796
9,1,95,2689.970016,4268.805984
15,0,86,2689.980032,4268.816
9,0,87,2689.990016,4268.825984
15,0,88,2690.000032,4268.836
9,0,90,2690.010016,4268.845984
14,0,83,2690.020032,4268.856
10,0,83,2690.030016,4268.865984
13,1,85,2690.040032,4268.876
9,1,85,2690.050016,4268.885984
14,1,92,2690.060032,4268.896
9,1,91,2690.070016,4268.905984
13,1,87,2690.080032,4268.916
9,0,91,2690.090016,4268.925984
13,1,87,2690.100032,4268.936
10,0,85,2690.110016,4268.945984
14,0,94,2690.120032,4268.956
9,1,86,2690.130016,4268.965984
15,0,82,2690.140032,4268.976
9,1,81,2690.150016,4268.985984
10,0,84,2690.160032,4268.996
15,1,87,2690.170016,4269.005984
9,0,89,2690.180032,4269.016
15,0,86,2690.190016,4269.026976
10,0,88,2690.200032,4269.036
14,1,83,2690.210016,4269.045984
10,0,85,2690.220032,4269.056
15,1,85,2690.230016,4269.065984
10,1,82,2690.240032,4269.076
15,1,91,2690.250016,4269.085984
11,1,88,2690.260032,4269.096
16,1,82,2690.270016,4269.105984
10,0,84,2690.280032,4269.116
16,0,90,2690.290016,4269.125984
10,0,90,2690.300032,4269.136
16,0,92,2690.310016,4269.145984
10,0,94,2690.320032,4269.156
15,0,85,2690.330016,4269.165984
10,1,89,2690.340032,4269.176
9,2,86,2690.350016,4269.185984
14,2,85,2690.360032,4269.196
9,2,91,2690.370016,4269.205984
14,2,88,2690.380032,4269.216
9,2,89,2690.390016,4269.225984
14,3,96,2690.400032,4269.236
10,1,98,2690.410016,4269.245984
15,2,91,2690.420032,4269.256
10,2,89,2690.430016,4269.265984
14,1,95,2690.440032,4269.276
10,1,95,2690.450016,4269.285984
15,2,90,2690.460032,4269.296
10,1,93,2690.470016,4269.305984
14,1,93,2690.480032,4269.316
10,1,87,2690.490016,4269.325984
15,2,92,2690.500032,4269.336
10,0,91,2690.510016,4269.345984
14,2,95,2690.520032,4269.356
10,0,91,2690.530016,4269.365984
9,1,90,2690.540032,4269.376
15,2,95,2690.550016,4269.385984
9,0,88,2690.560032,4269.396
14,1,88,2690.570016,4269.405984
9,1,91,2690.580032,4269.416
14,0,92,2690.590016,4269.425984
9,1,93,2690.600032,4269.436
13,0,89,2690.610016,4269.445984
9,0,89,2690.620032,4269.456
14,0,95,2690.630016,4269.465984
9,0,92,2690.640032,4269.476
15,0,92,2690.650016,4269.485984
10,0,97,2690.660032,4269.496
14,0,93,2690.670016,4269.505984
10,0,92,2690.680032,4269.516
15,0,90,2690.690016,4269.525984
10,0,94,2690.700032,4269.536
14,0,92,2690.710016,4269.545984
9,0,87,2690.720032,4269.556
9,0,92,2690.730016,4269.565984
14,0,94,2690.740032,4269.576
9,1,91,2690.750016,4269.585984
13,1,93,2690.760032,4269.596
9,1,93,2690.770016,4269.605984
14,1,91,2690.780032,4269.616
10,2,90,2690.790016,4269.625984
14,2,93,2690.800032,4269.636
9,1,97,2690.810016,4269.645984
15,1,101,2690.820032,4269.656
9,1,98,2690.830016,4269.665984
14,2,93,2690.840032,4269.676
9,0,94,2690.850016,4269.685984
13,1,95,2690.860032,4269.696
8,1,92,2690.870016,4269.705984
11,1,101,2690.880032,4269.716
8,0,95,2690.890016,4269.725984
8,1,95,2690.900032,4269.736
12,0,96,2690.910016,4269.745984
8,1,100,2690.920032,4269.756
12,0,105,2690.930016,4269.765984
9,1,96,2690.940032,4269.776
12,0,98,2690.950016,4269.785984
9,1,100,2690.960032,4269.796
12,0,93,2690.970016,4269.805984
8,1,92,2690.980032,4269.816
13,0,98,2690.990016,4269.825984
8,0,97,2691.000032,4269.836
13,1,90,2691.010016,4269.845984
8,0,93,2691.020032,4269.856
13,1,90,2691.030016,4269.865984
8,0,92,2691.040032,4269.876
12,2,94,2691.050016,4269.885984
9,0,92,2691.060032,4269.896
13,2,89,2691.070016,4269.905984
9,1,91,2691.080032,4269.916
14,2,91,2691.090016,4269.925984
9,1,93,2691.100032,4269.936
10,2,93,2691.110016,4269.945984
14,2,94,2691.120032,4269.956
9,1,90,2691.130016,4269.965984
15,2,85,2691.140032,4269.976
9,1,88,2691.150016,4269.985984
15,2,92,2691.160032,4269.996
9,1,92,2691.170016,4270.005984
13,1,86,2691.180032,4270.016
9,1,86,2691.190016,4270.025984
13,1,88,2691.200032,4270.036
8,1,88,2691.210016,4270.045984
13,1,87,2691.220032,4270.056
8,0,93,2691.230016,4270.065984
12,1,92,2691.240032,4270.076
8,0,90,2691.250016,4270.085984
12,0,90,2691.260032,4270.096
8,0,91,2691.270016,4270.105984
11,-1,90,2691.280032,4270.116
8,-1,94,2691.290016,4270.125984
7,-1,96,2691.300032,4270.136
12,0,91,2691.310016,4270.145984
7,0,93,2691.320032,4270.156
12,0,92,2691.330016,4270.165984
7,0,93,2691.340032,4270.176
11,1,91,2691.350016,4270.185984
8,2,89,2691.360032,4270.196
12,1,85,2691.370016,4270.205984
7,1,95,2691.380032,4270.216
12,0,92,2691.390016,4270.225984
7,1,92,2691.400032,4270.236
12,1,94,2691.410016,4270.245984
8,1,95,2691.420032,4270.256
12,1,94,2691.430016,4270.265984
8,0,91,2691.440032,4270.276
12,1,94,2691.450016,4270.285984
8,1,93,2691.460032,4270.296
13,1,96,2691.470016,4270.305984
8,1,96,2691.480032,4270.316
13,0,90,2691.490016,4270.325984
8,0,94,2691.500032,4270.336
8,1,91,2691.510016,4270.345984
13,1,94,2691.520032,4270.356
8,0,93,2691.530016,4270.365984
13,1,98,2691.540032,4270.376
8,0,98,2691.550016,4270.385984
14,1,97,2691.560032,4270.396
9,0,98,2691.570016,4270.405984
14,1,99,2691.580032,4270.416
9,0,94,2691.590016,4270.425984
14,1,99,2691.600032,4270.436
9,0,96,2691.610016,4270.445984
13,0,93,2691.620032,4270.456
9,1,87,2691.630016,4270.465984
14,1,93,2691.640032,4270.476
9,1,93,2691.650016,4270.485984
13,1,93,2691.660032,4270.496
8,0,93,2691.670016,4270.505984
12,2,92,2691.680032,4270.516
7,2,94,2691.690016,4270.525984
12,3,91,2691.700032,4270.536
7,1,92,2691.710016,4270.545984
8,2,88,2691.720032,4270.556
12,2,89,2691.730016,4270.565984
8,2,94,2691.740032,4270.576
13,1,96,2691.750016,4270.585984
8,1,93,2691.760032,4270.596
14,0,97,2691.770016,4270.605984
9,0,98,2691.780032,4270.616
14,0,99,2691.790016,4270.625984
9,1,106,2691.800032,4270.636
13,0,105,2691.810016,4270.645984
9,0,102,2691.820032,4270.656
13,0,104,2691.830016,4270.665984
9,0,108,2691.840032,4270.676
13,0,101,2691.850016,4270.685984
9,0,100,2691.860032,4270.696
13,0,96,2691.870016,4270.705984
9,1,93,2691.880032,4270.716
14,2,92,2691.890016,4270.725984
9,1,93,2691.900032,4270.736
9,0,93,2691.910016,4270.745984
13,2,95,2691.920032,4270.756
9,1,91,2691.930016,4270.765984
13,1,95,2691.940032,4270.776
9,0,92,2691.950016,4270.785984
13,0,91,2691.960032,4270.796
9,0,97,2691.970016,4270.805984
13,2,95,2691.980032,4270.816
8,0,97,2691.990016,4270.825984
14,0,95,2692.000032,4270.836
9,1,89,2692.010016,4270.845984
13,0,87,2692.020032,4270.856
9,0,90,2692.030016,4270.865984
14,0,87,2692.040032,4270.876
8,-1,90,2692.050016,4270.885984
13,0,89,2692.060032,4270.896
9,0,92,2692.070016,4270.905984
13,1,96,2692.080032,4270.916
9,0,94,2692.090016,4270.925984
14,2,96,2692.100032,4270.936
9,1,96,2692.110016,4270.945984
9,2,91,2692.120032,4270.956
14,2,93,2692.130016,4270.965984
9,1,90,2692.140032,4270.976
14,2,93,2692.150016,4270.985984
9,1,96,2692.160032,4270.996
13,2,98,2692.170016,4271.005984
9,1,94,2692.180032,4271.016
14,2,94,2692.190016,4271.025984
9,1,88,2692.200032,4271.036
13,1,88,2692.210016,4271.045984
8,1,88,2692.220032,4271.056
13,1,89,2692.230016,4271.065984
8,0,96,2692.240032,4271.076
13,1,95,2692.250016,4271.085984
8,1,99,2692.260032,4271.096
12,1,94,2692.270016,4271.105984
9,0,95,2692.280032,4271.116
8,0,100,2692.290016,4271.125984
13,1,100,2692.300032,4271.136
8,1,101,2692.310016,4271.145984
13,1,93,2692.320032,4271.156
8,0,93,2692.330016,4271.165984
12,2,96,2692.340032,4271.176
8,1,91,2692.350016,4271.185984
12,1,94,2692.360032,4271.196
9,1,93,2692.370016,4271.205984
13,1,91,2692.380032,4271.216
8,1,91,2692.390016,4271.225984
14,1,90,2692.400032,4271.236
8,0,86,2692.410016,4271.245984
14,1,87,2692.420032,4271.256
9,1,91,2692.430016,4271.265984
12,2,95,2692.440032,4271.276
9,1,96,2692.450016,4271.286976
14,3,92,2692.460032,4271.296
9,2,91,2692.470016,4271.305984
14,3,95,2692.480032,4271.316
9,1,90,2692.490016,4271.325984
9,2,92,2692.500032,4271.336
14,1,101,2692.510016,4271.345984
9,1,94,2692.520032,4271.356
14,1,92,2692.530016,4271.365984
9,0,93,2692.540032,4271.376
13,1,94,2692.550016,4271.385984
9,0,90,2692.560032,4271.396
13,2,85,2692.570016,4271.405984
9,1,87,2692.580032,4271.416
13,1,90,2692.590016,4271.425984
9,2,90,2692.600032,4271.436
13,1,88,2692.610016,4271.445984
9,1,91,2692.620032,4271.456
12,2,93,2692.630016,4271.465984
9,1,88,2692.640032,4271.476
12,1,82,2692.650016,4271.485984
9,1,84,2692.660032,4271.496
13,0,88,2692.670016,4271.505984
9,0,88,2692.680032,4271.516
14,0,91,2692.690016,4271.525984
9,0,88,2692.700032,4271.536
10,0,83,2692.710016,4271.545984
15,0,94,2692.720032,4271.556
10,0,91,2692.730016,4271.565984
15,0,89,2692.740032,4271.576
9,0,81,2692.750016,4271.585984
15,0,90,2692.760032,4271.596
10,0,83,2692.770016,4271.605984
15,-1,86,2692.780032,4271.616
10,0,88,2692.790016,4271.625984
15,-1,81,2692.800032,4271.636
10,0,85,2692.810016,4271.645984
15,0,90,2692.820032,4271.656
11,0,88,2692.830016,4271.665984
15,0,86,2692.840032,4271.676
10,0,83,2692.850016,4271.685984
15,1,81,2692.860032,4271.696
10,0,82,2692.870016,4271.705984
15,0,81,2692.880032,4271.716
10,0,89,2692.890016,4271.725984
15,0,89,2692.900032,4271.736
10,-1,83,2692.910016,4271.745984
9,0,78,2692.920032,4271.756
14,0,83,2692.930016,4271.765984
9,-1,81,2692.940032,4271.776
13,0,84,2692.950016,4271.785984
9,0,80,2692.960032,4271.796
14,0,92,2692.970016,4271.805984
9,0,90,2692.980032,4271.816
13,1,86,2692.990016,4271.825984
10,0,83,2693.000032,4271.836
14,1,91,2693.010016,4271.845984
9,1,89,2693.020032,4271.856
14,1,83,2693.030016,4271.865984
10,0,86,2693.040032,4271.876
14,1,84,2693.050016,4271.885984
10,0,85,2693.060032,4271.896
14,1,89,2693.070016,4271.905984
9,0,94,2693.080032,4271.916
15,2,87,2693.090016,4271.925984
9,0,85,2693.100032,4271.936
14,2,88,2693.110016,4271.945984
10,1,88,2693.120032,4271.956
10,1,86,2693.130016,4271.965984
15,1,84,2693.140032,4271.976
9,1,83,2693.150016,4271.985984
15,1,78,2693.160032,4271.996
9,1,88,2693.170016,4272.005984
15,1,90,2693.180032,4272.016
9,1,90,2693.190016,4272.025984
14,1,86,2693.200032,4272.036
10,0,79,2693.210016,4272.045984
14,0,84,2693.220032,4272.056
